geneID,geneName
FBgn0267076,asRNA:CR45520
FBgn0287604,asRNA:CR46473
FBgn0028645,beat-Ib
FBgn0000179,bi
FBgn0001090,bnb
FBgn0000233,btd
FBgn0263111,cac
FBgn0031114,cactin
FBgn0033015,d4
FBgn0052600,dpr8
FBgn0040368,eIF4E7
FBgn0053100,eIF4EHP
FBgn0000535,eag
FBgn0001404,egh
FBgn0262111,f
FBgn0004652,fru
FBgn0261703,gce
FBgn0264491,how
FBgn0085451,htk
FBgn0027655,htt
FBgn0264542,hwt
FBgn0001250,if
FBgn0039350,jigr1
FBgn0031016,kek5
FBgn0027279,l(1)G0196
FBgn0028331,l(1)G0289
FBgn0008651,lbl
FBgn0052773,lncRNA:CR32773
FBgn0263388,lncRNA:CR43440
FBgn0264384,lncRNA:CR43836
FBgn0264390,lncRNA:CR43838
FBgn0265671,lncRNA:CR44478
FBgn0266096,lncRNA:CR44833
FBgn0267068,lncRNA:CR45512
FBgn0267079,lncRNA:CR45523
FBgn0037546,mAChR-B
FBgn0035980,mRRF1
FBgn0002641,mal
FBgn0267033,mamo
FBgn0015513,mbc
FBgn0261260,mgl
FBgn0259110,mmd
FBgn0259168,mnb
FBgn0025631,moody
FBgn0002873,mud
FBgn0000036,nAChRalpha1
FBgn0015519,nAChRalpha3
FBgn0086778,nAChRalpha7
FBgn0285944,para
FBgn0020261,pcm
FBgn0040080,pins
FBgn0039431,plum
FBgn0051005,qless
FBgn0265597,rad
FBgn0003210,rb
FBgn0261549,rdgA
FBgn0266098,rg
FBgn0030574,sbm
FBgn0263289,scrib
FBgn0261873,sdt
FBgn0085387,shakB
FBgn0003392,shi
FBgn0003396,shn
FBgn0265630,sno
FBgn0003463,sog
FBgn0003464,sol
FBgn0264324,spg
FBgn0064123,stg1
FBgn0003638,su(w[a])
FBgn0052506,tbc
FBgn0284408,trol
FBgn0004649,yl
