geneID,geneName
FBgn0030647,CG6324
FBgn0040606,CG6503
FBgn0030976,CG7378
FBgn0039728,CG7896
FBgn0039730,CG7903
FBgn0030997,CG7990
FBgn0031011,CG8034
FBgn0031012,CG8051
FBgn0030699,CG8578
FBgn0027602,CG8611
FBgn0040837,CG8620
FBgn0030634,CG9164
FBgn0030569,CG9411
FBgn0031089,CG9572
FBgn0029939,CG9650
FBgn0039759,CG9733
FBgn0039756,CG9743
FBgn0036259,CG9760
FBgn0029709,CHOp24
FBgn0031135,CR11235
FBgn0264607,CaMKII
FBgn0053653,Cadps
FBgn0039928,Cals
FBgn0031148,Cbs
FBgn0038331,Ccm3
FBgn0263132,Cht6
FBgn0035533,Cip4
FBgn0263257,Cngl
FBgn0261573,CoRest
FBgn0062413,Ctr1A
FBgn0035205,Ctr9
FBgn0031182,Cyp6t1
FBgn0259245,DIP-beta
FBgn0024807,DIP1
FBgn0053517,Dop2R
FBgn0035538,DopEcR
FBgn0052666,Drak
FBgn0005640,Eip63E
FBgn0031052,Elys
FBgn0039225,Ets96B
FBtr0472792_df_nrg,FBtr0472792_df_nrg
FBgn0264078,Flo2
FBgn0083228,Frq2
FBgn0040319,Gclc
FBgn0032135,GlcAT-S
FBgn0026430,Grip84
FBgn0031107,HERC2
FBgn0052529,Hers
FBgn0264562,Hr4
FBgn0038755,Hs6st
FBgn0283680,IP3K2
FBgn0029966,Ir7c
FBgn0038205,Kif19A
FBgn0085440,Lgr4
FBgn0026411,Lim1
FBgn0030993,Mec2
FBgn0026059,Mhcl
FBgn0052296,Mrtf
FBgn0264002,MsR2
FBgn0052580,Muc14A
FBgn0052644,Mur11Da
FBgn0010246,Myo61F
FBgn0267431,Myo81F
FBgn0024947,NTPase
FBgn0030512,Nadsyn
FBgn0015773,NetA
FBgn0015774,NetB
FBgn0265416,Neto
FBgn0265726,Nna1
FBgn0259734,Nost
FBgn0031111,Obp19c
FBgn0011280,Obp19d
FBgn0259994,OtopLa
FBgn0259150,OtopLc
FBgn0035464,PIG-B
FBgn0266438,PIG-Z
FBgn0039924,PIP4K
FBgn0038201,PK1-R
FBgn0259171,Pde9
FBgn0028325,Pdha
FBgn0022770,Peritrophin-A
FBgn0027621,Pfrx
FBgn0031091,Phf7
FBgn0025741,PlexA
FBgn0025574,Pli
FBgn0003134,Pp1alpha-96A
FBgn0023177,Pp4-19C
FBgn0004369,Ptp99A
FBgn0030964,Pvf1
FBgn0030793,Rai1
FBgn0036260,Rh7
FBgn0261461,RhoGAP18B
FBgn0083940,RhoU
FBgn0027335,Rip11
FBgn0259162,RunxB
FBgn0283473,S6KL
FBgn0036222,SdhAL
FBgn0010414,SerT
FBgn0003380,Sh
FBgn0262717,Skeletor
FBgn0265523,Smr
FBgn0039938,Sox102F
FBgn0262733,Src64B
FBgn0035627,Sse
FBgn0053247,Ste:CG33247
FBgn0036373,Tgi
FBgn0011837,Tis11
FBgn0015316,Try29F
FBgn0033136,Tsp42Eo
FBgn0033137,Tsp42Ep
FBgn0030809,Ubr1
FBgn0030969,Usp39
FBgn0028671,Vha100-1
FBgn0046222,Wdr33
FBgn0085478,Zdhhc8
FBgn0011642,Zyx
FBgn0013746,alien
FBgn0259170,alpha-Man-Ia
FBgn0086782,amn
FBgn0087002,apolpp
FBgn0264821,asRNA:CR44029
FBgn0264862,asRNA:CR44053
FBgn0264902,asRNA:CR44093
FBgn0266199,asRNA:CR44894
FBgn0267809,asRNA:CR46134
FBgn0262870,axo
FBgn0004870,bab1
FBgn0250908,beat-VII
FBgn0000179,bi
FBgn0001090,bnb
FBgn0029730,boil
FBgn0031150,bves
FBgn0040234,c12.2
FBgn0259685,crb
FBgn0262636,dati
FBgn0052600,dpr8
FBgn0262730,dtn
FBgn0004511,dy
FBgn0262111,f
FBgn0030092,fh
FBgn0086675,fne
FBgn0004652,fru
FBgn0005390,fs(1)M3
FBgn0261703,gce
FBgn0038842,hdly
FBgn0011224,heph
FBgn0264491,how
FBgn0264542,hwt
FBgn0001250,if
FBgn0261244,inaE
FBgn0263929,jvl
FBgn0028370,kek3
FBgn0031016,kek5
FBgn0262127,kibra
FBgn0026713,l(1)G0007
FBgn0040153,l(1)G0469
FBgn0052636,lncRNA:CR32636
FBgn0052690,lncRNA:CR32690
FBgn0052773,lncRNA:CR32773
FBgn0262993,lncRNA:CR43301
FBgn0264384,lncRNA:CR43836
FBgn0264678,lncRNA:CR43963
FBgn0265457,lncRNA:CR44357
FBgn0265692,lncRNA:CR44499
FBgn0266348,lncRNA:CR44997
FBgn0266376,lncRNA:CR45018
FBgn0266457,lncRNA:CR45082
FBgn0266618,lncRNA:CR45125
FBgn0267704,lncRNA:flam
FBgn0019985,mGluR
FBgn0030686,mRpL3
FBgn0267033,mamo
FBgn0026206,mei-P26
FBgn0040089,meso18E
FBgn0261260,mgl
FBgn0267977,mh
FBgn0259110,mmd
FBgn0259168,mnb
FBgn0264272,mwh
FBgn0015519,nAChRalpha3
FBgn0086778,nAChRalpha7
FBgn0262738,norpA
FBgn0035461,ntc
FBgn0004143,nullo
FBgn0031097,obst-A
FBgn0004646,ogre
FBgn0285944,para
FBgn0002521,pho
FBgn0039431,plum
FBgn0003117,pnr
FBgn0003118,pnt
FBgn0029903,pod1
FBgn0011230,poe
FBgn0030795,ppk28
FBgn0259210,prom
FBgn0003165,pum
FBgn0263974,qin
FBgn0265597,rad
FBgn0261549,rdgA
FBgn0266098,rg
FBgn0260442,rhea
FBgn0003301,rut
FBgn0261873,sdt
FBgn0085387,shakB
FBgn0085447,sif
FBgn0085443,spri
FBgn0003499,sr
FBgn0064123,stg1
FBgn0086708,stv
FBgn0005561,sv
FBgn0003654,sw
FBgn0038398,sxe2
FBgn0086367,t
FBgn0260938,tay
FBgn0052506,tbc
FBgn0004885,tok
FBgn0262139,trh
FBgn0085391,trv
FBgn0011725,twin
FBgn0025726,unc-13
FBgn0003975,vg
FBgn0030941,wgn
FBgn0261020,wol
FBgn0286809,xmas
FBgn0004649,yl
FBgn0004607,zfh2
FBgn0259789,zld
FBgn0261266,zuc
