geneID,geneName
FBgn0003057,CG10598
FBgn0036286,CG10616
FBgn0032726,CG10621
FBgn0032727,CG10623
FBgn0032817,CG10631
FBgn0036289,CG10657
FBgn0036288,CG10660
FBgn0036287,CG10663
FBgn0035588,CG10672
FBgn0032754,CG10700
FBgn0032752,CG10702
FBgn0036360,CG10713
FBgn0034420,CG10737
FBgn0032845,CG10747
FBgn0036052,CG10809
FBgn0028858,CG10839
FBgn0038163,CG10841
FBgn0039246,CG10845
FBgn0029963,CG10920
FBgn0034253,CG10936
FBgn0032857,CG10947
FBgn0030010,CG10959
FBgn0036316,CG10960
FBgn0030073,CG10962
FBgn0030525,CG10996
FBgn0034481,CG11041
FBgn0031836,CG11050
FBgn0030536,CG11068
FBgn0034693,CG11073
FBgn0030408,CG11085
FBgn0039241,CG11089
FBgn0033165,CG11113
FBgn0030266,CG11122
FBgn0033177,CG11141
FBgn0039927,CG11155
FBgn0034539,CG11159
FBgn0039249,CG11168
FBgn0037290,CG1124
FBgn0037120,CG11247
FBgn0030058,CG11294
FBgn0034721,CG11298
FBgn0039816,CG11317
FBgn0031835,CG11319
FBgn0039849,CG11334
FBgn0035490,CG1136
FBgn0040364,CG11378
FBgn0040359,CG11380
FBgn0035300,CG1139
FBgn0038732,CG11391
FBgn0040366,CG11398
FBgn0034198,CG11400
FBgn0026876,CG11403
FBgn0034990,CG11406
FBgn0024366,CG11409
FBgn0029713,CG11436
FBgn0037164,CG11438
FBgn0039749,CG11498
FBgn0039733,CG11504
FBgn0035400,CG11537
FBgn0039864,CG11550
FBgn0031159,CG11566
FBgn0036230,CG11570
FBgn0030540,CG11581
FBgn0035524,CG11583
FBgn0030541,CG11584
FBgn0030543,CG11585
FBgn0036221,CG11588
FBgn0030545,CG11590
FBgn0032968,CG11634
FBgn0033283,CG11635
FBgn0036196,CG11658
FBgn0038731,CG11659
FBgn0030551,CG11674
FBgn0037570,CG11693
FBgn0030311,CG11699
FBgn0029856,CG11700
FBgn0031115,CG11710
FBgn0039252,CG11771
FBgn0033519,CG11825
FBgn0039627,CG11837
FBgn0039628,CG11841
FBgn0039630,CG11843
FBgn0039633,CG11873
FBgn0033538,CG11883
FBgn0039645,CG11898
FBgn0014427,CG11899
FBgn0039656,CG11951
FBgn0035430,CG12009
FBgn0035429,CG12017
FBgn0035285,CG12025
FBgn0039831,CG12054
FBgn0030052,CG12065
FBgn0030065,CG12075
FBgn0030457,CG12096
FBgn0035238,CG12104
FBgn0035241,CG12105
FBgn0030050,CG12111
FBgn0030097,CG12115
FBgn0030109,CG12121
FBgn0033280,CG12126
FBgn0033471,CG12134
FBgn0030510,CG12177
FBgn0028504,CG12182
FBgn0031022,CG12204
FBgn0038304,CG12241
FBgn0039131,CG12268
FBgn0039419,CG12290
FBgn0035134,CG1231
FBgn0036467,CG12310
FBgn0035137,CG1233
FBgn0030722,CG12395
FBgn0030537,CG12480
FBgn0038968,CG12499
FBgn0031276,CG12506
FBgn0031703,CG12512
FBgn0039577,CG12516
FBgn0036872,CG12519
FBgn0036324,CG12520
FBgn0036131,CG12522
FBgn0036102,CG12523
FBgn0029657,CG12535
FBgn0030570,CG12540
FBgn0029930,CG12541
FBgn0031190,CG12576
FBgn0040684,CG12589
FBgn0037941,CG12594
FBgn0035481,CG12605
FBgn0030952,CG12609
FBgn0030181,CG12645
FBgn0040929,CG12659
FBgn0030071,CG12661
FBgn0030074,CG12662
FBgn0029729,CG12682
FBgn0030721,CG12698
FBgn0031070,CG12702
FBgn0030666,CG12708
FBgn0030439,CG12716
FBgn0030459,CG12723
FBgn0035522,CG1273
FBgn0033221,CG12825
FBgn0033207,CG12826
FBgn0040666,CG12848
FBgn0033943,CG12869
FBgn0046258,CG12880
FBgn0039523,CG12885
FBgn0033516,CG12898
FBgn0033501,CG12911
FBgn0033497,CG12912
FBgn0033569,CG12942
FBgn0034031,CG12963
FBgn0040877,CG12994
FBgn0030829,CG12998
FBgn0030798,CG13003
FBgn0030794,CG13005
FBgn0030780,CG13008
FBgn0033899,CG13016
FBgn0029669,CG13021
FBgn0036679,CG13022
FBgn0036665,CG13024
FBgn0036652,CG13032
FBgn0036608,CG13040
FBgn0036595,CG13046
FBgn0036594,CG13047
FBgn0036610,CG13058
FBgn0036603,CG13062
FBgn0036601,CG13063
FBgn0036590,CG13065
FBgn0032789,CG13083
FBgn0032770,CG13086
FBgn0032156,CG13124
FBgn0032184,CG13135
FBgn0033720,CG13160
FBgn0035333,CG1317
FBgn0062449,CG13197
FBgn0033623,CG13202
FBgn0033592,CG13215
FBgn0033579,CG13229
FBgn0031129,CG1324
FBgn0037014,CG13251
FBgn0037016,CG13252
FBgn0086673,CG13272
FBgn0032609,CG13280
FBgn0032614,CG13284
FBgn0035648,CG13288
FBgn0035699,CG13300
FBgn0035928,CG13310
FBgn0033856,CG13334
FBgn0033884,CG13344
FBgn0025633,CG13366
FBgn0036799,CG13380
FBgn0014417,CG13397
FBgn0030544,CG13403
FBgn0038929,CG13408
FBgn0034518,CG13430
FBgn0036520,CG13449
FBgn0036468,CG13461
FBgn0036406,CG13484
FBgn0034692,CG13502
FBgn0034820,CG13538
FBgn0034839,CG13540
FBgn0034869,CG13558
FBgn0034906,CG13561
FBgn0035010,CG13579
FBgn0033196,CG1358
FBgn0039128,CG13599
FBgn0039135,CG13603
FBgn0039137,CG13604
FBgn0040600,CG13631
FBgn0039224,CG13634
FBgn0040601,CG13643
FBgn0039290,CG13654
FBgn0039319,CG13659
FBgn0039291,CG13663
FBgn0035844,CG13676
FBgn0036773,CG13698
FBgn0036781,CG13699
FBgn0036785,CG13700
FBgn0035578,CG13707
FBgn0035577,CG13708
FBgn0035572,CG13711
FBgn0035555,CG13720
FBgn0035554,CG13721
FBgn0036382,CG13737
FBgn0033403,CG13739
FBgn0033368,CG13743
FBgn0031874,CG13775
FBgn0031897,CG13784
FBgn0040588,CG13841
FBgn0038967,CG13847
FBgn0038942,CG13862
FBgn0034501,CG13868
FBgn0035138,CG13884
FBgn0035146,CG13893
FBgn0035158,CG13895
FBgn0035159,CG13896
FBgn0035176,CG13905
FBgn0035237,CG13917
FBgn0035267,CG13921
FBgn0035286,CG13924
FBgn0035256,CG13930
FBgn0035287,CG13937
FBgn0031277,CG13947
FBgn0033405,CG13954
FBgn0032851,CG13970
FBgn0031792,CG13983
FBgn0031721,CG14017
FBgn0032315,CG14069
FBgn0036814,CG14073
FBgn0036830,CG14077
FBgn0036851,CG14082
FBgn0036359,CG14105
FBgn0036351,CG14107
FBgn0036352,CG14110
FBgn0036323,CG14118
FBgn0036321,CG14120
FBgn0036210,CG14130
FBgn0036066,CG14160
FBgn0036036,CG14174
FBgn0030979,CG14190
FBgn0030981,CG14191
FBgn0031023,CG14200
FBgn0031032,CG14204
FBgn0031042,CG14221
FBgn0031053,CG14223
FBgn0031065,CG14234
FBgn0040608,CG14246
FBgn0039482,CG14258
FBgn0039483,CG14259
FBgn0032967,CG1428
FBgn0038632,CG14301
FBgn0038629,CG14304
FBgn0038630,CG14305
FBgn0038568,CG14315
FBgn0038567,CG14316
FBgn0038532,CG14322
FBgn0038509,CG14332
FBgn0031301,CG14339
FBgn0031315,CG14341
FBgn0038186,CG14362
FBgn0038148,CG14377
FBgn0030038,CG1440
FBgn0030581,CG14408
FBgn0029931,CG14427
FBgn0029922,CG14431
FBgn0029915,CG14434
FBgn0029895,CG14441
FBgn0029880,CG14443
FBgn0029851,CG14445
FBgn0037171,CG14459
FBgn0039640,CG14516
FBgn0031955,CG14535
FBgn0039404,CG14543
FBgn0039395,CG14546
FBgn0039413,CG14556
FBgn0037129,CG14565
FBgn0031163,CG14579
FBgn0030558,CG1461
FBgn0031188,CG14613
FBgn0031189,CG14618
FBgn0040358,CG14625
FBgn0030406,CG1463
FBgn0037244,CG14647
FBgn0037254,CG14651
FBgn0037836,CG14692
FBgn0037924,CG14712
FBgn0037942,CG14721
FBgn0033324,CG14744
FBgn0033236,CG14764
FBgn0027795,CG14785
FBgn0035755,CG14830
FBgn0035782,CG14835
FBgn0035799,CG14838
FBgn0038242,CG14852
FBgn0038260,CG14855
FBgn0038262,CG14857
FBgn0031174,CG1486
FBgn0038273,CG14860
FBgn0038330,CG14868
FBgn0038422,CG14880
FBgn0030361,CG1492
FBgn0031169,CG1494
FBgn0035428,CG14960
FBgn0035414,CG14965
FBgn0035431,CG14968
FBgn0035469,CG14977
FBgn0035497,CG14995
FBgn0035543,CG15020
FBgn0035544,CG15021
FBgn0031100,CG1504
FBgn0030940,CG15040
FBgn0030937,CG15042
FBgn0030929,CG15043
FBgn0030928,CG15044
FBgn0030938,CG15047
FBgn0034396,CG15097
FBgn0034419,CG15111
FBgn0034454,CG15120
FBgn0032645,CG15142
FBgn0032648,CG15144
FBgn0032734,CG15169
FBgn0032733,CG15170
FBgn0037448,CG15186
FBgn0030296,CG15196
FBgn0030247,CG15208
FBgn0030331,CG15221
FBgn0030161,CG15249
FBgn0028878,CG15269
FBgn0028879,CG15270
FBgn0028886,CG15279
FBgn0030009,CG15336
FBgn0040719,CG15357
FBgn0030077,CG15365
FBgn0030107,CG15370
FBgn0031542,CG15414
FBgn0031161,CG15445
FBgn0031146,CG15449
FBgn0031130,CG15452
FBgn0029746,CG15465
FBgn0029955,CG15478
FBgn0032457,CG15483
FBgn0038892,CG15498
FBgn0039742,CG15528
FBgn0039748,CG15529
FBgn0039752,CG15530
FBgn0039799,CG15543
FBgn0039804,CG15544
FBgn0039806,CG15545
FBgn0030667,CG15599
FBgn0030317,CG1561
FBgn0034194,CG15611
FBgn0034567,CG15651
FBgn0029993,CG1571
FBgn0030451,CG15717
FBgn0030409,CG15728
FBgn0030390,CG15731
FBgn0030465,CG15743
FBgn0030466,CG15744
FBgn0030474,CG15747
FBgn0029999,CG1575
FBgn0030493,CG15756
FBgn0029814,CG15765
FBgn0029809,CG15767
FBgn0029801,CG15771
FBgn0029799,CG15772
FBgn0029795,CG15773
FBgn0030336,CG1578
FBgn0029766,CG15784
FBgn0038606,CG15803
FBgn0030246,CG1582
FBgn0035312,CG15820
FBgn0035308,CG15822
FBgn0031292,CG15824
FBgn0040528,CG15864
FBgn0035316,CG15878
FBgn0035309,CG15879
FBgn0029864,CG15894
FBgn0033085,CG15908
FBgn0033090,CG15909
FBgn0039844,CG1607
FBgn0033183,CG1620
FBgn0030218,CG1628
FBgn0031101,CG1631
FBgn0030027,CG1632
FBgn0039600,CG1646
FBgn0039092,CG16723
FBgn0038719,CG16727
FBgn0039897,CG1674
FBgn0042198,CG16741
FBgn0035343,CG16762
FBgn0029941,CG1677
FBgn0034940,CG16787
FBgn0038881,CG16791
FBgn0032856,CG16798
FBgn0032462,CG16800
FBgn0032495,CG16820
FBgn0032503,CG16825
FBgn0028919,CG16865
FBgn0027589,CG1688
FBgn0032533,CG16888
FBgn0033442,CG1690
FBgn0033443,CG1698
FBgn0025621,CG16989
FBgn0032109,CG17005
FBgn0031098,CG17068
FBgn0031239,CG17075
FBgn0265264,CG17097
FBgn0040496,CG17104
FBgn0039043,CG17121
FBgn0032297,CG17124
FBgn0260393,CG17147
FBgn0036440,CG17177
FBgn0038775,CG17199
FBgn0032414,CG17211
FBgn0036958,CG17233
FBgn0250841,CG17242
FBgn0038850,CG17279
FBgn0038505,CG17283
FBgn0032719,CG17321
FBgn0032751,CG17343
FBgn0032771,CG17349
FBgn0036391,CG17364
FBgn0030293,CG1737
FBgn0040028,CG17450
FBgn0038479,CG17477
FBgn0261387,CG17528
FBgn0032775,CG17544
FBgn0032774,CG17549
FBgn0032753,CG17572
FBgn0033777,CG17574
FBgn0031194,CG17598
FBgn0031195,CG17600
FBgn0030467,CG1764
FBgn0264494,CG17646
FBgn0031361,CG17652
FBgn0036311,CG17666
FBgn0083978,CG17672
FBgn0000633,CG17716
FBgn0033439,CG1773
FBgn0039856,CG1774
FBgn0038718,CG17752
FBgn0032240,CG17768
FBgn0039197,CG17780
FBgn0039196,CG17781
FBgn0039167,CG17786
FBgn0038550,CG17801
FBgn0038547,CG17803
FBgn0037525,CG17816
FBgn0038915,CG17819
FBgn0036454,CG17839
FBgn0032597,CG17904
FBgn0030163,CG1791
FBgn0030006,CG17982
FBgn0033199,CG17985
FBgn0032595,CG17996
FBgn0031171,CG1801
FBgn0037435,CG18048
FBgn0028901,CG18109
FBgn0036837,CG18135
FBgn0033426,CG1814
FBgn0035239,CG18170
FBgn0265268,CG18234
FBgn0036725,CG18265
FBgn0031724,CG18266
FBgn0032266,CG18302
FBgn0031127,CG1835
FBgn0033864,CG18368
FBgn0033285,CG18449
FBgn0028900,CG18518
FBgn0038460,CG18622
FBgn0027561,CG18659
FBgn0040696,CG18675
FBgn0042213,CG18731
FBgn0042101,CG18744
FBgn0042104,CG18747
FBgn0033434,CG1902
FBgn0022349,CG1910
FBgn0030377,CG1924
FBgn0039623,CG1951
FBgn0030060,CG2004
FBgn0250839,CG2016
FBgn0033205,CG2064
FBgn0033203,CG2070
FBgn0030263,CG2076
FBgn0033289,CG2121
FBgn0030008,CG2129
FBgn0035388,CG2162
FBgn0037360,CG2182
FBgn0030243,CG2186
FBgn0035213,CG2199
FBgn0035211,CG2211
FBgn0029990,CG2233
FBgn0029995,CG2256
FBgn0029997,CG2258
FBgn0030000,CG2260
FBgn0030396,CG2556
FBgn0030386,CG2574
FBgn0030384,CG2577
FBgn0032873,CG2614
FBgn0037518,CG2641
FBgn0037541,CG2747
FBgn0023526,CG2865
FBgn0033240,CG2906
FBgn0037344,CG2926
FBgn0030186,CG2962
FBgn0030177,CG2972
FBgn0030170,CG2990
FBgn0050001,CG30001
FBgn0260474,CG30002
FBgn0050010,CG30010
FBgn0050015,CG30015
FBgn0050026,CG30026
FBgn0050089,CG30089
FBgn0028496,CG30116
FBgn0050120,CG30120
FBgn0037519,CG3014
FBgn0050158,CG30158
FBgn0050183,CG30183
FBgn0050192,CG30192
FBgn0050197,CG30197
FBgn0050222,CG30222
FBgn0050259,CG30259
FBgn0050268,CG30268
FBgn0050269,CG30269
FBgn0050271,CG30271
FBgn0050273,CG30273
FBgn0260477,CG30283
FBgn0050286,CG30286
FBgn0050323,CG30323
FBgn0050338,CG30338
FBgn0050344,CG30344
FBgn0050375,CG30375
FBgn0050377,CG30377
FBgn0050379,CG30379
FBgn0050389,CG30389
FBgn0050419,CG30419
FBgn0050456,CG30456
FBgn0050460,CG30460
FBgn0050479,CG30479
FBgn0050480,CG30480
FBgn0050495,CG30495
FBgn0050496,CG30496
FBgn0023524,CG3078
FBgn0029804,CG3097
FBgn0051013,CG31013
FBgn0051028,CG31028
FBgn0051029,CG31029
FBgn0033005,CG3107
FBgn0051077,CG31077
FBgn0051088,CG31088
FBgn0051089,CG31089
FBgn0051091,CG31091
FBgn0051097,CG31097
FBgn0051121,CG31121
FBgn0051140,CG31140
FBgn0051145,CG31145
FBgn0051176,CG31176
FBgn0064912,CG31178
FBgn0051191,CG31191
FBgn0051213,CG31213
FBgn0051221,CG31221
FBgn0051224,CG31224
FBgn0051245,CG31245
FBgn0051262,CG31262
FBgn0051267,CG31267
FBgn0051287,CG31287
FBgn0051321,CG31321
FBgn0051323,CG31323
FBgn0051324,CG31324
FBgn0051344,CG31344
FBgn0051345,CG31345
FBgn0043799,CG31381
FBgn0051404,CG31404
FBgn0051436,CG31436
FBgn0051465,CG31465
FBgn0051475,CG31475
FBgn0051495,CG31495
FBgn0051510,CG31510
FBgn0051524,CG31524
FBgn0051638,CG31638
FBgn0025683,CG3164
FBgn0051661,CG31661
FBgn0051663,CG31663
FBgn0051664,CG31664
FBgn0051676,CG31676
FBgn0051678,CG31678
FBgn0029896,CG3168
FBgn0263355,CG31688
FBgn0031449,CG31689
FBgn0051690,CG31690
FBgn0051706,CG31706
FBgn0051741,CG31741
FBgn0051759,CG31759
FBgn0051760,CG31760
FBgn0051792,CG31792
FBgn0051798,CG31798
FBgn0051804,CG31804
FBgn0062978,CG31808
FBgn0051832,CG31832
FBgn0051869,CG31869
FBgn0051871,CG31871
FBgn0051875,CG31875
FBgn0032079,CG31886
FBgn0051928,CG31928
FBgn0051935,CG31935
FBgn0029887,CG3198
FBgn0051997,CG31997
FBgn0051999,CG31999
FBgn0052006,CG32006
FBgn0052017,CG32017
FBgn0044328,CG32052
FBgn0052066,CG32066
FBgn0052069,CG32069
FBgn0052075,CG32075
FBgn0052085,CG32085
FBgn0052087,CG32087
FBgn0052091,CG32091
FBgn0052099,CG32099
FBgn0052106,CG32106
FBgn0052109,CG32109
FBgn0052115,CG32115
FBgn0052121,CG32121
FBgn0052137,CG32137
FBgn0034568,CG3216
FBgn0052195,CG32195
FBgn0052199,CG32199
FBgn0052204,CG32204
FBgn0052206,CG32206
FBgn0052214,CG32214
FBgn0052219,CG32219
FBgn0052240,CG32240
FBgn0052260,CG32260
FBgn0052264,CG32264
FBgn0052271,CG32271
FBgn0052301,CG32301
FBgn0052320,CG32320
FBgn0052333,CG32333
FBgn0052344,CG32344
FBgn0052365,CG32365
FBgn0052369,CG32369
FBgn0052371,CG32371
FBgn0052373,CG32373
FBgn0052379,CG32379
FBgn0052413,CG32413
FBgn0052425,CG32425
FBgn0052432,CG32432
FBgn0052447,CG32447
FBgn0052473,CG32473
FBgn0285970,CG32500
FBgn0052521,CG32521
FBgn0052532,CG32532
FBgn0052547,CG32547
FBgn0052549,CG32549
FBgn0052554,CG32554
FBgn0052564,CG32564
FBgn0052572,CG32572
FBgn0052638,CG32638
FBgn0052645,CG32645
FBgn0052647,CG32647
FBgn0052651,CG32651
FBgn0052683,CG32683
FBgn0052687,CG32687
FBgn0052694,CG32694
FBgn0267253,CG32700
FBgn0052712,CG32712
FBgn0052719,CG32719
FBgn0052726,CG32726
FBgn0052736,CG32736
FBgn0052750,CG32750
FBgn0052756,CG32756
FBgn0052762,CG32762
FBgn0052767,CG32767
FBgn0052772,CG32772
FBgn0023531,CG32809
FBgn0052813,CG32813
FBgn0052815,CG32815
FBgn0052816,CG32816
FBgn0052855,CG32855
FBgn0052971,CG32971
FBgn0052982,CG32982
FBgn0052985,CG32985
FBgn0053054,CG33054
FBgn0053056,CG33056
FBgn0053080,CG33080
FBgn0028916,CG33090
FBgn0053120,CG33120
FBgn0053125,CG33125
FBgn0053129,CG33129
FBgn0053143,CG33143
FBgn0053144,CG33144
FBgn0053156,CG33156
FBgn0053177,CG33177
FBgn0053181,CG33181
FBgn0053199,CG33199
FBgn0053203,CG33203
FBgn0053233,CG33233
FBgn0053263,CG33263
FBgn0032120,CG33298
FBgn0053322,CG33322
FBgn0067628,CG33331
FBgn0067629,CG33332
FBgn0053337,CG33337
FBgn0053339,CG33339
FBgn0039510,CG3339
FBgn0053459,CG33459
FBgn0053467,CG33467
FBgn0053483,CG33483
FBgn0036459,CG3349
FBgn0053493,CG33493
FBgn0250819,CG33521
FBgn0053543,CG33543
FBgn0053557,CG33557
FBgn0034989,CG3356
FBgn0053641,CG33641
FBgn0053642,CG33642
FBgn0053673,CG33673
FBgn0039508,CG3368
FBgn0053687,CG33687
FBgn0053689,CG33689
FBgn0053700,CG33700
FBgn0053704,CG33704
FBgn0053757,CG33757
FBgn0035240,CG33791
FBgn0053798,CG33798
FBgn0035152,CG3386
FBgn0053970,CG33970
FBgn0053977,CG33977
FBgn0053978,CG33978
FBgn0053993,CG33993
FBgn0054001,CG34001
FBgn0054025,CG34025
FBgn0054027,CG34027
FBgn0054031,CG34031
FBgn0054034,CG34034
FBgn0054039,CG34039
FBgn0054049,CG34049
FBgn0083942,CG34106
FBgn0083945,CG34109
FBgn0083956,CG34120
FBgn0083960,CG34124
FBgn0083984,CG34148
FBgn0083991,CG34155
FBgn0085212,CG34183
FBgn0085213,CG34184
FBgn0085217,CG34188
FBgn0085227,CG34198
FBgn0085254,CG34225
FBgn0250825,CG34241
FBgn0085280,CG34251
FBgn0085303,CG34274
FBgn0085307,CG34278
FBgn0085308,CG34279
FBgn0085312,CG34283
FBgn0085327,CG34298
FBgn0085354,CG34325
FBgn0085371,CG34342
FBgn0085376,CG34347
FBgn0085382,CG34353
FBgn0085383,CG34354
FBgn0085384,CG34355
FBgn0085386,CG34357
FBgn0085396,CG34367
FBgn0085399,CG34370
FBgn0085404,CG34375
FBgn0085405,CG34376
FBgn0085411,CG34382
FBgn0085413,CG34384
FBgn0085415,CG34386
FBgn0085425,CG34396
FBgn0085427,CG34398
FBgn0085437,CG34408
FBgn0085446,CG34417
FBgn0085473,CG34444
FBgn0085476,CG34447
FBgn0028887,CG3491
FBgn0038250,CG3505
FBgn0040355,CG3526
FBgn0029854,CG3566
FBgn0023521,CG3587
FBgn0023540,CG3630
FBgn0261444,CG3638
FBgn0031238,CG3645
FBgn0040397,CG3655
FBgn0040342,CG3706
FBgn0029824,CG3726
FBgn0029853,CG3781
FBgn0029861,CG3815
FBgn0038275,CG3817
FBgn0029863,CG3823
FBgn0035091,CG3829
FBgn0034951,CG3860
FBgn0035057,CG3880
FBgn0035059,CG3894
FBgn0036824,CG3902
FBgn0036423,CG3919
FBgn0036821,CG3961
FBgn0038291,CG3984
FBgn0038292,CG3987
FBgn0032143,CG4017
FBgn0029821,CG4020
FBgn0034659,CG4021
FBgn0058470,CG40470
FBgn0069973,CG40485
FBgn0036301,CG4069
FBgn0037017,CG4074
FBgn0029798,CG4078
FBgn0035983,CG4080
FBgn0087011,CG41520
FBgn0028888,CG4168
FBgn0036793,CG4174
FBgn0025628,CG4199
FBgn0031251,CG4213
FBgn0250844,CG4218
FBgn0087041,CG42231
FBgn0250754,CG42232
FBgn0250757,CG42235
FBgn0250862,CG42237
FBgn0250867,CG42238
FBgn0250911,CG42245
FBgn0259140,CG42255
FBgn0259143,CG42258
FBgn0266569,CG42259
FBgn0259145,CG42260
FBgn0259148,CG42263
FBgn0259151,CG42266
FBgn0259163,CG42268
FBgn0259200,CG42304
FBgn0259203,CG42307
FBgn0259204,CG42308
FBgn0259222,CG42322
FBgn0259223,CG42323
FBgn0259224,CG42324
FBgn0259226,CG42326
FBgn0259227,CG42327
FBgn0259229,CG42329
FBgn0259241,CG42339
FBgn0259242,CG42340
FBgn0259244,CG42342
FBgn0259699,CG42353
FBgn0259700,CG42354
FBgn0259712,CG42366
FBgn0031384,CG4238
FBgn0259739,CG42393
FBgn0259823,CG42404
FBgn0259927,CG42450
FBgn0259935,CG42458
FBgn0259960,CG42470
FBgn0259990,CG42487
FBgn0260026,CG42494
FBgn0260429,CG42524
FBgn0260430,CG42525
FBgn0260487,CG42534
FBgn0260657,CG42540
FBgn0260659,CG42542
FBgn0260756,CG42554
FBgn0260761,CG42559
FBgn0260762,CG42560
FBgn0260770,CG42568
FBgn0260868,CG42578
FBgn0260873,CG42583
FBgn0260965,CG42588
FBgn0260968,CG42591
FBgn0260971,CG42594
FBgn0261262,CG42613
FBgn0261357,CG42634
FBgn0261358,CG42635
FBgn0261360,CG42637
FBgn0261536,CG42660
FBgn0261537,CG42661
FBgn0261545,CG42663
FBgn0261550,CG42668
FBgn0261554,CG42672
FBgn0261555,CG42673
FBgn0261556,CG42674
FBgn0034741,CG4269
FBgn0261610,CG42699
FBgn0261611,CG42700
FBgn0261614,CG42703
FBgn0261674,CG42709
FBgn0261627,CG42710
FBgn0261628,CG42711
FBgn0261633,CG42716
FBgn0261634,CG42717
FBgn0261705,CG42741
