geneID,geneName
FBgn0031897,CG13784
FBgn0031936,CG13794
FBgn0039009,CG13842
FBgn0038967,CG13847
FBgn0035237,CG13917
FBgn0035256,CG13930
FBgn0035287,CG13937
FBgn0033405,CG13954
FBgn0031770,CG13995
FBgn0029603,CG14053
FBgn0036814,CG14073
FBgn0036818,CG14074
FBgn0036851,CG14082
FBgn0036859,CG14085
FBgn0036860,CG14086
FBgn0036858,CG14088
FBgn0036323,CG14118
FBgn0036321,CG14120
FBgn0040817,CG14132
FBgn0036138,CG14143
FBgn0036089,CG14151
FBgn0031023,CG14200
FBgn0031032,CG14204
FBgn0031034,CG14205
FBgn0031037,CG14207
FBgn0031065,CG14234
FBgn0039467,CG14253
FBgn0039479,CG14257
FBgn0039482,CG14258
FBgn0039483,CG14259
FBgn0038632,CG14301
FBgn0038629,CG14304
FBgn0038596,CG14312
FBgn0038581,CG14314
FBgn0038568,CG14315
FBgn0038567,CG14316
FBgn0038540,CG14321
FBgn0038532,CG14322
FBgn0038529,CG14323
FBgn0038527,CG14324
FBgn0038531,CG14325
FBgn0038526,CG14327
FBgn0038512,CG14330
FBgn0031301,CG14339
FBgn0038204,CG14357
FBgn0038170,CG14367
FBgn0038148,CG14377
FBgn0030584,CG14407
FBgn0030581,CG14408
FBgn0030582,CG14411
FBgn0030571,CG14414
FBgn0040353,CG14417
FBgn0029922,CG14431
FBgn0029898,CG14439
FBgn0029895,CG14441
FBgn0037174,CG14457
FBgn0037171,CG14459
FBgn0028953,CG14478
FBgn0034317,CG14499
FBgn0034321,CG14502
FBgn0039640,CG14516
FBgn0030558,CG1461
FBgn0040360,CG14626
FBgn0030157,CG1468
FBgn0037822,CG14683
FBgn0037819,CG14688
FBgn0037826,CG14689
FBgn0037837,CG14693
FBgn0037964,CG14731
FBgn0033278,CG14759
FBgn0033277,CG14760
FBgn0033250,CG14762
FBgn0033236,CG14764
FBgn0029580,CG14778
FBgn0027793,CG14787
FBgn0035751,CG14829
FBgn0035755,CG14830
FBgn0038242,CG14852
FBgn0038246,CG14853
FBgn0038238,CG14854
FBgn0038330,CG14868
FBgn0038380,CG14877
FBgn0038422,CG14880
FBgn0038445,CG14891
FBgn0032331,CG14913
FBgn0032360,CG14926
FBgn0031169,CG1494
FBgn0035428,CG14960
FBgn0035409,CG14963
FBgn0035410,CG14964
FBgn0035495,CG14989
FBgn0035497,CG14995
FBgn0031100,CG1504
FBgn0030927,CG15046
FBgn0034394,CG15096
FBgn0034417,CG15117
FBgn0034463,CG15125
FBgn0032631,CG15140
FBgn0032635,CG15141
FBgn0032688,CG15160
FBgn0030270,CG15199
FBgn0030331,CG15221
FBgn0033076,CG15233
FBgn0030161,CG15249
FBgn0030167,CG15252
FBgn0028879,CG15270
FBgn0028886,CG15279
FBgn0028531,CG15286
FBgn0030183,CG15309
FBgn0030137,CG15317
FBgn0029986,CG15332
FBgn0030029,CG15343
FBgn0030077,CG15365
FBgn0031440,CG15395
FBgn0031542,CG15414
FBgn0031602,CG15431
FBgn0031610,CG15436
FBgn0039827,CG1544
FBgn0029746,CG15465
FBgn0029955,CG15478
FBgn0032489,CG15480
FBgn0039742,CG15528
FBgn0039752,CG15530
FBgn0039755,CG15531
FBgn0039768,CG15533
FBgn0039769,CG15534
FBgn0039799,CG15543
FBgn0039804,CG15544
FBgn0039806,CG15545
FBgn0039807,CG15546
FBgn0039821,CG15556
FBgn0039829,CG15561
FBgn0034159,CG15615
FBgn0031630,CG15629
FBgn0030654,CG15643
FBgn0030665,CG15646
FBgn0034095,CG15701
FBgn0034122,CG15711
FBgn0030451,CG15717
FBgn0030438,CG15721
FBgn0030417,CG15725
FBgn0030409,CG15728
FBgn0030340,CG15740
FBgn0030462,CG15742
FBgn0030466,CG15744
FBgn0030474,CG15747
FBgn0029814,CG15765
FBgn0029809,CG15767
FBgn0030336,CG1578
FBgn0038606,CG15803
FBgn0031910,CG15818
FBgn0035312,CG15820
FBgn0035308,CG15822
FBgn0031292,CG15824
FBgn0035309,CG15879
FBgn0030576,CG15890
FBgn0029864,CG15894
FBgn0033085,CG15908
FBgn0038814,CG15923
FBgn0039844,CG1607
FBgn0031101,CG1631
FBgn0030027,CG1632
FBgn0030030,CG1636
FBgn0030478,CG1640
FBgn0033454,CG1671
FBgn0030482,CG1673
FBgn0035348,CG16758
FBgn0035343,CG16762
FBgn0029941,CG1677
FBgn0036767,CG16775
FBgn0037698,CG16779
FBgn0034974,CG16786
FBgn0038881,CG16791
FBgn0032462,CG16800
FBgn0032488,CG16812
FBgn0032505,CG16826
FBgn0028942,CG16852
FBgn0028919,CG16865
FBgn0027589,CG1688
FBgn0032387,CG16965
FBgn0032481,CG16972
FBgn0032479,CG16974
FBgn0033443,CG1698
FBgn0031412,CG16995
FBgn0033122,CG17002
FBgn0033167,CG1701
FBgn0032424,CG17010
FBgn0265264,CG17097
FBgn0040496,CG17104
FBgn0039045,CG17119
FBgn0039043,CG17121
FBgn0032297,CG17124
FBgn0040571,CG17193
FBgn0039369,CG17195
FBgn0039367,CG17197
FBgn0039366,CG17198
FBgn0032414,CG17211
FBgn0046225,CG17230
FBgn0038821,CG17267
FBgn0028895,CG17328
FBgn0036391,CG17364
FBgn0033934,CG17385
FBgn0038481,CG17475
FBgn0039970,CG17508
FBgn0032775,CG17544
FBgn0032774,CG17549
FBgn0038424,CG17565
FBgn0032763,CG17568
FBgn0033777,CG17574
FBgn0030467,CG1764
FBgn0264494,CG17646
FBgn0036311,CG17666
FBgn0083978,CG17672
FBgn0263780,CG17684
FBgn0000633,CG17716
FBgn0033802,CG17724
FBgn0033439,CG1773
FBgn0033710,CG17739
FBgn0038718,CG17752
FBgn0030114,CG17754
FBgn0033756,CG17760
FBgn0033529,CG17765
FBgn0039374,CG17770
FBgn0039195,CG17782
FBgn0037525,CG17816
FBgn0036454,CG17839
FBgn0030061,CG1785
FBgn0032597,CG17904
FBgn0032086,CG17906
FBgn0030163,CG1791
FBgn0033199,CG17985
FBgn0028901,CG18109
FBgn0031119,CG1812
FBgn0033426,CG1814
FBgn0035239,CG18170
FBgn0036832,CG18223
FBgn0030012,CG18262
FBgn0036873,CG18294
FBgn0032265,CG18301
FBgn0032266,CG18302
FBgn0033904,CG18327
FBgn0031127,CG1835
FBgn0033864,CG18368
FBgn0035568,CG18418
FBgn0033154,CG1850
FBgn0028527,CG18507
FBgn0034322,CG18536
FBgn0034324,CG18538
FBgn0034325,CG18539
FBgn0034326,CG18540
FBgn0032639,CG18563
FBgn0037870,CG18577
FBgn0038592,CG18599
FBgn0038601,CG18600
FBgn0034279,CG18635
FBgn0027561,CG18659
FBgn0042104,CG18747
FBgn0042131,CG18808
FBgn0042138,CG18815
FBgn0033214,CG1941
FBgn0033216,CG1946
FBgn0030060,CG2004
FBgn0033205,CG2064
FBgn0033204,CG2065
FBgn0033203,CG2070
FBgn0027608,CG2082
FBgn0033286,CG2127
FBgn0030251,CG2145
FBgn0035388,CG2162
FBgn0035213,CG2199
FBgn0027544,CG2217
FBgn0039767,CG2218
FBgn0039773,CG2224
FBgn0039790,CG2246
FBgn0029997,CG2258
FBgn0030000,CG2260
FBgn0035204,CG2277
FBgn0030017,CG2278
FBgn0039663,CG2321
FBgn0030396,CG2556
FBgn0032870,CG2608
FBgn0024997,CG2681
FBgn0030504,CG2691
FBgn0030376,CG2750
FBgn0003159,CG2841
FBgn0030207,CG2887
FBgn0030206,CG2889
FBgn0030189,CG2909
FBgn0031462,CG2964
FBgn0030170,CG2990
FBgn0031474,CG2991
FBgn0260474,CG30002
FBgn0050015,CG30015
FBgn0050022,CG30022
FBgn0050043,CG30043
FBgn0050048,CG30048
FBgn0050050,CG30050
FBgn0050062,CG30062
FBgn0050069,CG30069
FBgn0050080,CG30080
FBgn0050083,CG30083
FBgn0050089,CG30089
FBgn0050099,CG30099
FBgn0050100,CG30100
FBgn0050114,CG30114
FBgn0028496,CG30116
FBgn0050120,CG30120
FBgn0050154,CG30154
FBgn0050156,CG30156
FBgn0050158,CG30158
FBgn0050192,CG30192
FBgn0050259,CG30259
FBgn0050265,CG30265
FBgn0050268,CG30268
FBgn0050281,CG30281
FBgn0050291,CG30291
FBgn0050344,CG30344
FBgn0050377,CG30377
FBgn0050384,CG30384
FBgn0050419,CG30419
FBgn0050460,CG30460
FBgn0050479,CG30479
FBgn0050480,CG30480
FBgn0050484,CG30484
FBgn0050485,CG30485
FBgn0050503,CG30503
FBgn0038195,CG3061
FBgn0051016,CG31016
FBgn0051021,CG31021
FBgn0051028,CG31028
FBgn0051030,CG31030
FBgn0031473,CG3104
FBgn0051055,CG31055
FBgn0051076,CG31076
FBgn0051103,CG31103
FBgn0051121,CG31121
FBgn0051122,CG31122
FBgn0051139,CG31139
FBgn0051145,CG31145
FBgn0051161,CG31161
FBgn0031471,CG3117
FBgn0051176,CG31176
FBgn0064912,CG31178
FBgn0051183,CG31183
FBgn0051191,CG31191
FBgn0051195,CG31195
FBgn0051221,CG31221
FBgn0051248,CG31248
FBgn0051259,CG31259
FBgn0051278,CG31278
FBgn0051279,CG31279
FBgn0051321,CG31321
FBgn0051323,CG31323
FBgn0051324,CG31324
FBgn0051326,CG31326
FBgn0051342,CG31342
FBgn0051343,CG31343
FBgn0051344,CG31344
FBgn0051368,CG31368
FBgn0051373,CG31373
FBgn0051391,CG31391
FBgn0051419,CG31419
FBgn0051445,CG31445
FBgn0051495,CG31495
FBgn0051524,CG31524
FBgn0051533,CG31533
FBgn0051612,CG31612
FBgn0051637,CG31637
FBgn0025683,CG3164
FBgn0051643,CG31643
FBgn0051663,CG31663
FBgn0029896,CG3168
FBgn0263355,CG31688
FBgn0028490,CG31705
FBgn0051729,CG31729
FBgn0051730,CG31730
FBgn0032618,CG31743
FBgn0051759,CG31759
FBgn0051760,CG31760
FBgn0051776,CG31776
FBgn0051784,CG31784
FBgn0051798,CG31798
FBgn0062978,CG31808
FBgn0028899,CG31817
FBgn0051826,CG31826
FBgn0051861,CG31861
FBgn0051869,CG31869
FBgn0051870,CG31870
FBgn0051871,CG31871
FBgn0051872,CG31872
FBgn0051875,CG31875
FBgn0051882,CG31882
FBgn0051897,CG31897
FBgn0051924,CG31924
FBgn0051935,CG31935
FBgn0031360,CG31937
FBgn0052017,CG32017
FBgn0043806,CG32032
FBgn0044328,CG32052
FBgn0052066,CG32066
FBgn0052079,CG32079
FBgn0052085,CG32085
FBgn0052091,CG32091
FBgn0052104,CG32104
FBgn0052106,CG32106
FBgn0052107,CG32107
FBgn0052109,CG32109
FBgn0052137,CG32137
FBgn0034568,CG3216
FBgn0052192,CG32192
FBgn0052196,CG32196
FBgn0052201,CG32201
FBgn0052204,CG32204
FBgn0052206,CG32206
FBgn0052212,CG32212
FBgn0052214,CG32214
FBgn0052232,CG32232
FBgn0046793,CG32236
FBgn0052237,CG32237
FBgn0052264,CG32264
FBgn0052269,CG32269
FBgn0052270,CG32270
FBgn0052271,CG32271
FBgn0052278,CG32278
FBgn0052280,CG32280
FBgn0052281,CG32281
FBgn0052298,CG32298
FBgn0052299,CG32299
FBgn0052305,CG32305
FBgn0052320,CG32320
FBgn0052333,CG32333
FBgn0052369,CG32369
FBgn0052373,CG32373
FBgn0250849,CG32388
FBgn0052425,CG32425
FBgn0052432,CG32432
FBgn0052436,CG32436
FBgn0052437,CG32437
FBgn0052447,CG32447
FBgn0052452,CG32452
FBgn0052473,CG32473
FBgn0052521,CG32521
FBgn0052532,CG32532
FBgn0052533,CG32533
FBgn0052547,CG32547
FBgn0052549,CG32549
FBgn0052572,CG32572
FBgn0260482,CG32599
FBgn0052642,CG32642
FBgn0052645,CG32645
FBgn0052647,CG32647
FBgn0052683,CG32683
FBgn0052687,CG32687
FBgn0052694,CG32694
FBgn0267253,CG32700
FBgn0052719,CG32719
FBgn0052793,CG32793
FBgn0052808,CG32808
FBgn0023531,CG32809
FBgn0260741,CG3281
FBgn0052813,CG32813
FBgn0052814,CG32814
FBgn0052815,CG32815
FBgn0052816,CG32816
FBgn0052845,CG32845
FBgn0052855,CG32855
FBgn0052982,CG32982
FBgn0038878,CG3301
FBgn0053017,CG33017
FBgn0053056,CG33056
FBgn0053062,CG33062
FBgn0053080,CG33080
FBgn0028916,CG33090
FBgn0053125,CG33125
FBgn0053129,CG33129
FBgn0053143,CG33143
FBgn0053144,CG33144
FBgn0053158,CG33158
FBgn0053160,CG33160
FBgn0053181,CG33181
FBgn0053199,CG33199
FBgn0053252,CG33252
FBgn0030992,CG33253
FBgn0053258,CG33258
FBgn0053263,CG33263
FBgn0053284,CG33284
FBgn0053286,CG33286
FBgn0053288,CG33288
FBgn0032120,CG33298
FBgn0039511,CG3330
FBgn0053301,CG33301
FBgn0053303,CG33303
FBgn0053307,CG33307
FBgn0053337,CG33337
FBgn0053346,CG33346
FBgn0039510,CG3339
FBgn0053469,CG33469
FBgn0053483,CG33483
FBgn0036459,CG3349
FBgn0053500,CG33500
FBgn0053523,CG33523
FBgn0053543,CG33543
FBgn0033117,CG3358
FBgn0053639,CG33639
FBgn0250824,CG33655
FBgn0053700,CG33700
FBgn0053723,CG33723
FBgn0053752,CG33752
FBgn0053769,CG33769
FBgn0053772,CG33772
FBgn0061362,CG33785
FBgn0061361,CG33786
FBgn0035240,CG33791
FBgn0053792,CG33792
FBgn0053914,CG33914
FBgn0053926,CG33926
FBgn0083068,CG33947
FBgn0053958,CG33958
FBgn0053965,CG33965
FBgn0053970,CG33970
FBgn0053978,CG33978
FBgn0053993,CG33993
FBgn0054025,CG34025
FBgn0054026,CG34026
FBgn0054029,CG34029
FBgn0054031,CG34031
FBgn0054056,CG34056
FBgn0083942,CG34106
FBgn0083945,CG34109
FBgn0083956,CG34120
FBgn0083965,CG34129
FBgn0083966,CG34130
FBgn0083969,CG34133
FBgn0083974,CG34138
FBgn0083984,CG34148
FBgn0083991,CG34155
FBgn0085190,CG34161
FBgn0085194,CG34165
FBgn0085198,CG34169
FBgn0085204,CG34175
FBgn0085230,CG34201
FBgn0085231,CG34202
FBgn0085245,CG34216
FBgn0250822,CG34222
FBgn0085259,CG34230
FBgn0085273,CG34244
FBgn0085280,CG34251
FBgn0085298,CG34269
FBgn0085303,CG34274
FBgn0085310,CG34281
FBgn0085317,CG34288
FBgn0085328,CG34299
FBgn0085342,CG34313
FBgn0085354,CG34325
FBgn0085371,CG34342
FBgn0085376,CG34347
FBgn0085382,CG34353
FBgn0085383,CG34354
FBgn0085384,CG34355
FBgn0085386,CG34357
FBgn0085399,CG34370
FBgn0085405,CG34376
FBgn0263117,CG34377
FBgn0085411,CG34382
FBgn0085427,CG34398
FBgn0085437,CG34408
FBgn0085446,CG34417
FBgn0085457,CG34428
FBgn0085458,CG34429
FBgn0085459,CG34430
FBgn0085466,CG34437
FBgn0085488,CG34459
FBgn0028913,CG3473
FBgn0031431,CG3515
FBgn0034859,CG3520
FBgn0023540,CG3630
FBgn0030735,CG3632
FBgn0031238,CG3645
FBgn0034785,CG3649
FBgn0040397,CG3655
FBgn0027521,CG3679
FBgn0034097,CG3687
FBgn0040348,CG3703
FBgn0040346,CG3704
FBgn0040342,CG3706
FBgn0029824,CG3726
FBgn0032119,CG3769
FBgn0024989,CG3777
FBgn0034938,CG3803
FBgn0029863,CG3823
FBgn0032131,CG3841
FBgn0034951,CG3860
FBgn0036422,CG3868
FBgn0034871,CG3906
FBgn0058006,CG40006
FBgn0058470,CG40470
FBgn0069969,CG40498
FBgn0038011,CG4066
FBgn0036301,CG4069
FBgn0035983,CG4080
FBgn0039955,CG41099
FBgn0028474,CG4119
FBgn0028888,CG4168
FBgn0036793,CG4174
FBgn0025628,CG4199
FBgn0250844,CG4218
FBgn0250757,CG42235
FBgn0250862,CG42237
FBgn0250869,CG42240
FBgn0250911,CG42245
FBgn0259140,CG42255
FBgn0259143,CG42258
FBgn0259148,CG42263
FBgn0259163,CG42268
FBgn0259164,CG42269
FBgn0259167,CG42272
FBgn0259179,CG42284
FBgn0259183,CG42287
FBgn0259184,CG42288
FBgn0259200,CG42304
FBgn0259202,CG42306
FBgn0259219,CG42319
FBgn0259222,CG42322
FBgn0259224,CG42324
FBgn0259226,CG42326
FBgn0259227,CG42327
FBgn0259229,CG42329
FBgn0259233,CG42331
FBgn0259237,CG42335
FBgn0259239,CG42337
FBgn0259241,CG42339
FBgn0259242,CG42340
FBgn0259244,CG42342
FBgn0259677,CG42346
FBgn0259699,CG42353
FBgn0259700,CG42354
FBgn0259702,CG42356
FBgn0259712,CG42366
FBgn0259718,CG42372
FBgn0259721,CG42375
FBgn0031384,CG4238
FBgn0030745,CG4239
FBgn0259736,CG42390
FBgn0259821,CG42402
FBgn0259823,CG42404
FBgn0260026,CG42494
FBgn0260222,CG42496
FBgn0260392,CG42518
FBgn0260429,CG42524
FBgn0260487,CG42534
FBgn0260658,CG42541
FBgn0260659,CG42542
FBgn0260761,CG42559
FBgn0260762,CG42560
FBgn0260870,CG42580
FBgn0260965,CG42588
FBgn0260971,CG42594
FBgn0261262,CG42613
FBgn0261360,CG42637
FBgn0261506,CG42654
FBgn0261538,CG42662
FBgn0261545,CG42663
FBgn0261553,CG42671
FBgn0261554,CG42672
FBgn0261555,CG42673
FBgn0261556,CG42674
FBgn0261562,CG42676
FBgn0034741,CG4269
FBgn0261582,CG42692
FBgn0261610,CG42699
FBgn0261611,CG42700
FBgn0261674,CG42709
FBgn0261628,CG42711
FBgn0261704,CG42740
FBgn0261705,CG42741
FBgn0261801,CG42747
FBgn0261804,CG42750
FBgn0263354,CG42784
FBgn0261859,CG42788
FBgn0261931,CG42797
FBgn0262008,CG42826
FBgn0262009,CG42827
