geneID,geneName
FBgn0032078,C1GalTA
FBgn0259228,C3G
FBgn0027844,CAH1
FBgn0027843,CAH2
FBgn0030056,CAH3
FBgn0040629,CAH5
FBgn0052698,CARPB
FBgn0013759,CASK
FBgn0039396,CCAP-R
FBgn0036219,CCDC151
FBgn0033058,CCHa2-R
FBgn0259231,CCKLR-17D1
FBgn0032444,CCT4
FBgn0039596,CG10000
FBgn0039590,CG10011
FBgn0035722,CG10075
FBgn0032798,CG10132
FBgn0032800,CG10137
FBgn0032801,CG10165
FBgn0036353,CG10171
FBgn0039093,CG10183
FBgn0039094,CG10184
FBgn0032793,CG10189
FBgn0032790,CG10194
FBgn0032787,CG10195
FBgn0033970,CG10205
FBgn0032685,CG10211
FBgn0035695,CG10226
FBgn0039108,CG10232
FBgn0032783,CG10237
FBgn0039104,CG10252
FBgn0038394,CG10264
FBgn0032811,CG10268
FBgn0037395,CG10280
FBgn0032681,CG10283
FBgn0039107,CG10300
FBgn0039106,CG10301
FBgn0038454,CG10324
FBgn0260455,CG10332
FBgn0032707,CG10348
FBgn0035453,CG10357
FBgn0035452,CG10359
FBgn0039109,CG10365
FBgn0032814,CG10366
FBgn0034731,CG10384
FBgn0032689,CG10413
FBgn0034638,CG10433
FBgn0032815,CG10462
FBgn0035670,CG10472
FBgn0035661,CG10477
FBgn0035656,CG10479
FBgn0036549,CG10516
FBgn0039323,CG10559
FBgn0040992,CG10570
FBgn0035630,CG10576
FBgn0032721,CG10602
FBgn0032817,CG10631
FBgn0036290,CG10638
FBgn0046302,CG10650
FBgn0036287,CG10663
FBgn0032836,CG10680
FBgn0032754,CG10700
FBgn0032843,CG10730
FBgn0034420,CG10737
FBgn0036368,CG10738
FBgn0031347,CG10869
FBgn0038804,CG10877
FBgn0010620,CG10939
FBgn0032857,CG10947
FBgn0032858,CG10949
FBgn0036316,CG10960
FBgn0030073,CG10962
FBgn0034455,CG11007
FBgn0034484,CG11044
FBgn0033149,CG11060
FBgn0034693,CG11073
FBgn0033174,CG11125
FBgn0033178,CG11127
FBgn0033177,CG11141
FBgn0033168,CG11145
FBgn0034705,CG11170
FBgn0031139,CG11227
FBgn0031860,CG11236
FBgn0034706,CG11275
FBgn0037516,CG11286
FBgn0037279,CG1129
FBgn0037106,CG11307
FBgn0037070,CG11309
FBgn0039816,CG11317
FBgn0031835,CG11319
FBgn0035546,CG11345
FBgn0035550,CG11349
FBgn0037456,CG1138
FBgn0024366,CG11409
FBgn0035359,CG1143
FBgn0037162,CG11449
FBgn0037396,CG11459
FBgn0035400,CG11537
FBgn0039864,CG11550
FBgn0031159,CG11566
FBgn0038069,CG11608
FBgn0031115,CG11710
FBgn0036170,CG11714
FBgn0037625,CG11768
FBgn0033519,CG11825
FBgn0039616,CG11828
FBgn0039628,CG11841
FBgn0039633,CG11873
FBgn0039308,CG11889
FBgn0039309,CG11891
FBgn0036678,CG11905
FBgn0039656,CG11951
FBgn0035429,CG12017
FBgn0035285,CG12025
FBgn0039831,CG12054
FBgn0030052,CG12065
FBgn0030065,CG12075
FBgn0035232,CG12099
FBgn0033473,CG12128
FBgn0040775,CG12158
FBgn0033232,CG12159
FBgn0037354,CG12171
FBgn0028504,CG12182
FBgn0029822,CG12236
FBgn0039419,CG12290
FBgn0035134,CG1231
FBgn0033557,CG12325
FBgn0033550,CG12341
FBgn0033558,CG12344
FBgn0036082,CG12362
FBgn0032065,CG12438
FBgn0030537,CG12480
FBgn0038968,CG12499
FBgn0031276,CG12506
FBgn0031729,CG12511
FBgn0029657,CG12535
FBgn0029930,CG12541
FBgn0031974,CG12560
FBgn0035545,CG12607
FBgn0030630,CG12608
FBgn0030071,CG12661
FBgn0030483,CG12725
FBgn0035522,CG1273
FBgn0029771,CG12730
FBgn0037206,CG12768
FBgn0033252,CG12769
FBgn0033141,CG12831
FBgn0033140,CG12836
FBgn0033955,CG12866
FBgn0039544,CG12877
FBgn0046258,CG12880
FBgn0039538,CG12883
FBgn0039523,CG12885
FBgn0033497,CG12912
FBgn0033490,CG12917
FBgn0033547,CG12935
FBgn0033569,CG12942
FBgn0037677,CG12951
FBgn0034031,CG12963
FBgn0040877,CG12994
FBgn0030798,CG13003
FBgn0030797,CG13004
FBgn0036677,CG13023
FBgn0036665,CG13024
FBgn0040799,CG13051
FBgn0036603,CG13062
FBgn0036590,CG13065
FBgn0032788,CG13084
FBgn0032084,CG13101
FBgn0032088,CG13102
FBgn0032156,CG13124
FBgn0032176,CG13127
FBgn0032175,CG13131
FBgn0031134,CG1314
FBgn0032260,CG13144
FBgn0033767,CG13148
FBgn0033736,CG13154
FBgn0040759,CG13177
FBgn0033645,CG13196
FBgn0062449,CG13197
FBgn0033640,CG13198
FBgn0033628,CG13203
FBgn0033599,CG13223
FBgn0033589,CG13227
FBgn0033579,CG13229
FBgn0045827,CG13245
FBgn0036979,CG13247
FBgn0032582,CG13258
FBgn0086673,CG13272
FBgn0032609,CG13280
FBgn0032612,CG13282
FBgn0032614,CG13284
FBgn0035677,CG13293
FBgn0035674,CG13295
FBgn0035928,CG13310
FBgn0033787,CG13321
FBgn0033863,CG13337
FBgn0025616,CG13359
FBgn0025633,CG13366
FBgn0032031,CG13390
FBgn0032033,CG13392
FBgn0032042,CG13398
FBgn0030544,CG13403
FBgn0038931,CG13407
FBgn0034662,CG13492
FBgn0034683,CG13500
FBgn0034723,CG13506
FBgn0040658,CG13516
FBgn0034776,CG13527
FBgn0034928,CG13562
FBgn0034966,CG13563
FBgn0034996,CG13575
FBgn0034998,CG13577
FBgn0035010,CG13579
FBgn0033196,CG1358
FBgn0035041,CG13594
FBgn0039161,CG13606
FBgn0039151,CG13607
FBgn0039200,CG13616
FBgn0039205,CG13623
FBgn0039290,CG13654
FBgn0036708,CG13725
FBgn0033403,CG13739
FBgn0033368,CG13743
FBgn0033363,CG13744
FBgn0031844,CG13771
FBgn0031874,CG13775
FBgn0031897,CG13784
FBgn0031936,CG13794
FBgn0031937,CG13795
FBgn0031939,CG13796
FBgn0035332,CG13801
FBgn0039040,CG13833
FBgn0040588,CG13841
FBgn0038961,CG13850
FBgn0038958,CG13857
FBgn0035146,CG13893
FBgn0035173,CG13907
FBgn0035237,CG13917
FBgn0035267,CG13921
FBgn0035256,CG13930
FBgn0035258,CG13931
FBgn0035287,CG13937
FBgn0040725,CG13946
FBgn0031288,CG13949
FBgn0031289,CG13950
FBgn0033405,CG13954
FBgn0033412,CG13955
FBgn0031811,CG13982
FBgn0031785,CG13991
FBgn0031718,CG14014
FBgn0029606,CG14052
FBgn0039592,CG14062
FBgn0033474,CG1407
FBgn0032312,CG14071
FBgn0036814,CG14073
FBgn0036351,CG14107
FBgn0036350,CG14111
FBgn0036343,CG14115
FBgn0036193,CG14135
FBgn0036143,CG14142
FBgn0036089,CG14151
FBgn0036066,CG14160
FBgn0036935,CG14186
FBgn0036938,CG14187
FBgn0031023,CG14200
FBgn0031037,CG14207
FBgn0031033,CG14219
FBgn0031036,CG14220
FBgn0039429,CG14238
FBgn0040607,CG14244
FBgn0040608,CG14246
FBgn0039454,CG14247
FBgn0039467,CG14253
FBgn0039479,CG14257
FBgn0039504,CG14260
FBgn0032023,CG14274
FBgn0032022,CG14275
FBgn0038632,CG14301
FBgn0038629,CG14304
FBgn0038611,CG14309
FBgn0038581,CG14314
FBgn0038532,CG14322
FBgn0031315,CG14341
FBgn0031337,CG14346
FBgn0038170,CG14367
FBgn0038073,CG14395
FBgn0030582,CG14411
FBgn0030571,CG14414
FBgn0029922,CG14431
FBgn0029898,CG14439
FBgn0029895,CG14441
FBgn0029851,CG14445
FBgn0037171,CG14459
FBgn0039641,CG14511
FBgn0039648,CG14515
FBgn0039640,CG14516
FBgn0039621,CG14518
FBgn0031955,CG14535
FBgn0039398,CG14540
FBgn0040602,CG14545
FBgn0037139,CG14563
FBgn0031163,CG14579
FBgn0037217,CG14636
FBgn0037326,CG14669
FBgn0037836,CG14692
FBgn0033278,CG14759
FBgn0033236,CG14764
FBgn0040777,CG14767
FBgn0026872,CG14777
FBgn0035734,CG14823
FBgn0035755,CG14830
FBgn0038246,CG14853
FBgn0031174,CG1486
FBgn0038330,CG14868
FBgn0038452,CG14905
FBgn0035358,CG14949
FBgn0035439,CG14961
FBgn0035543,CG15020
FBgn0035547,CG15022
FBgn0035548,CG15023
FBgn0031100,CG1504
FBgn0030940,CG15040
FBgn0034396,CG15097
FBgn0032647,CG15143
FBgn0032648,CG15144
FBgn0032649,CG15145
FBgn0032663,CG15153
FBgn0032669,CG15155
FBgn0032688,CG15160
FBgn0032734,CG15169
FBgn0037448,CG15186
FBgn0030272,CG15201
FBgn0030261,CG15203
FBgn0033108,CG15236
FBgn0029681,CG15239
FBgn0028948,CG15253
FBgn0028879,CG15270
FBgn0028886,CG15279
FBgn0028531,CG15286
FBgn0029989,CG15333
FBgn0030009,CG15336
FBgn0031377,CG15356
FBgn0031542,CG15414
FBgn0031602,CG15431
FBgn0039827,CG1544
FBgn0031161,CG15445
FBgn0040651,CG15458
FBgn0029746,CG15465
FBgn0039712,CG15514
FBgn0039742,CG15528
FBgn0039804,CG15544
FBgn0039806,CG15545
FBgn0039807,CG15546
FBgn0039809,CG15547
FBgn0039810,CG15549
FBgn0039817,CG15553
FBgn0039820,CG15554
FBgn0039821,CG15556
FBgn0039833,CG15564
FBgn0034565,CG15650
FBgn0034639,CG15673
FBgn0034095,CG15701
FBgn0034093,CG15706
FBgn0029993,CG1571
FBgn0030451,CG15717
FBgn0030466,CG15744
FBgn0030508,CG15760
FBgn0029814,CG15765
FBgn0029766,CG15784
FBgn0035308,CG15822
FBgn0031292,CG15824
FBgn0031283,CG15880
FBgn0030576,CG15890
FBgn0029864,CG15894
FBgn0033090,CG15909
FBgn0038814,CG15923
FBgn0029754,CG15930
FBgn0033191,CG1598
FBgn0039844,CG1607
FBgn0033183,CG1620
FBgn0030030,CG1636
FBgn0039855,CG1638
FBgn0039602,CG1647
FBgn0030816,CG16700
FBgn0039101,CG16710
FBgn0039092,CG16723
FBgn0037678,CG16749
FBgn0029941,CG1677
FBgn0037713,CG16790
FBgn0032856,CG16798
FBgn0034538,CG16799
FBgn0032462,CG16800
FBgn0032490,CG16813
FBgn0028919,CG16865
FBgn0032533,CG16888
FBgn0033883,CG16935
FBgn0031116,CG1695
FBgn0038809,CG16953
FBgn0032387,CG16965
FBgn0031412,CG16995
FBgn0033167,CG1701
FBgn0265264,CG17097
FBgn0040496,CG17104
FBgn0039048,CG17111
FBgn0039045,CG17119
FBgn0035151,CG17129
FBgn0039485,CG17189
FBgn0039472,CG17192
FBgn0040571,CG17193
FBgn0039369,CG17195
FBgn0039368,CG17196
FBgn0032414,CG17211
FBgn0031164,CG1724
FBgn0250841,CG17242
FBgn0031490,CG17264
FBgn0032029,CG17292
FBgn0032032,CG17294
FBgn0036391,CG17364
FBgn0031861,CG17375
FBgn0031858,CG17378
FBgn0038481,CG17475
FBgn0038479,CG17477
FBgn0039970,CG17508
FBgn0032768,CG17564
FBgn0259998,CG17571
FBgn0032715,CG17597
FBgn0031195,CG17600
FBgn0264494,CG17646
FBgn0031356,CG17660
FBgn0036311,CG17666
FBgn0032668,CG17681
FBgn0263780,CG17684
FBgn0040056,CG17698
FBgn0025835,CG17707
FBgn0027597,CG17712
FBgn0000633,CG17716
FBgn0033802,CG17724
FBgn0033439,CG1773
FBgn0032240,CG17768
FBgn0039197,CG17780
FBgn0039196,CG17781
FBgn0039195,CG17782
FBgn0038548,CG17806
FBgn0037525,CG17816
FBgn0038915,CG17819
FBgn0036454,CG17839
FBgn0028480,CG17841
FBgn0032086,CG17906
FBgn0032603,CG17928
FBgn0034624,CG17974
FBgn0033199,CG17985
FBgn0039498,CG17991
FBgn0061356,CG18003
FBgn0034512,CG18067
FBgn0028901,CG18109
FBgn0036837,CG18135
FBgn0033426,CG1814
FBgn0039863,CG1815
FBgn0035239,CG18170
FBgn0030403,CG1824
FBgn0036725,CG18265
FBgn0031869,CG18304
FBgn0033610,CG18335
FBgn0031127,CG1835
FBgn0039761,CG18404
FBgn0028900,CG18518
FBgn0039189,CG18528
FBgn0038460,CG18622
FBgn0040964,CG18661
FBgn0040696,CG18675
FBgn0042106,CG18754
FBgn0042111,CG18766
FBgn0042126,CG18788
FBgn0042138,CG18815
FBgn0042180,CG18870
FBgn0022349,CG1910
FBgn0033214,CG1941
FBgn0033216,CG1946
FBgn0039623,CG1951
FBgn0039751,CG1983
FBgn0039886,CG2003
FBgn0033205,CG2064
FBgn0027608,CG2082
FBgn0030005,CG2120
FBgn0033286,CG2127
FBgn0017448,CG2187
FBgn0029995,CG2256
FBgn0029997,CG2258
FBgn0030000,CG2260
FBgn0033484,CG2269
FBgn0035204,CG2277
FBgn0033279,CG2291
FBgn0032864,CG2493
FBgn0032871,CG2611
FBgn0037541,CG2747
FBgn0034931,CG2812
FBgn0033240,CG2906
FBgn0037350,CG2911
FBgn0031468,CG2975
FBgn0031474,CG2991
FBgn0037521,CG2993
FBgn0050015,CG30015
FBgn0050020,CG30020
FBgn0050039,CG30039
FBgn0050054,CG30054
FBgn0050069,CG30069
FBgn0050089,CG30089
FBgn0029720,CG3009
FBgn0050100,CG30100
FBgn0050151,CG30151
FBgn0050156,CG30156
FBgn0050158,CG30158
FBgn0050177,CG30177
FBgn0050259,CG30259
FBgn0050265,CG30265
FBgn0050268,CG30268
FBgn0050275,CG30275
FBgn0050286,CG30286
FBgn0050334,CG30334
FBgn0050344,CG30344
FBgn0050350,CG30350
FBgn0050371,CG30371
FBgn0050375,CG30375
FBgn0050377,CG30377
FBgn0050384,CG30384
FBgn0050389,CG30389
FBgn0050394,CG30394
FBgn0050395,CG30395
FBgn0050403,CG30403
FBgn0050419,CG30419
FBgn0050440,CG30440
FBgn0050460,CG30460
FBgn0050466,CG30466
FBgn0050479,CG30479
FBgn0050480,CG30480
FBgn0050484,CG30484
FBgn0029804,CG3097
FBgn0051008,CG31008
FBgn0051010,CG31010
FBgn0051029,CG31029
FBgn0051038,CG31038
FBgn0051064,CG31064
FBgn0051068,CG31068
FBgn0051077,CG31077
FBgn0029807,CG3108
FBgn0051099,CG31099
FBgn0051103,CG31103
FBgn0051121,CG31121
FBgn0051125,CG31125
FBgn0051140,CG31140
FBgn0051141,CG31141
FBgn0051145,CG31145
FBgn0051161,CG31161
FBgn0051176,CG31176
FBgn0051191,CG31191
FBgn0051195,CG31195
FBgn0051207,CG31207
FBgn0051219,CG31219
FBgn0051221,CG31221
FBgn0051229,CG31229
FBgn0051230,CG31230
FBgn0051269,CG31269
FBgn0051296,CG31296
FBgn0051323,CG31323
FBgn0051324,CG31324
FBgn0051326,CG31326
FBgn0051342,CG31342
FBgn0051343,CG31343
FBgn0051358,CG31358
FBgn0051365,CG31365
FBgn0051380,CG31380
FBgn0051436,CG31436
FBgn0051445,CG31445
FBgn0051457,CG31457
FBgn0051465,CG31465
FBgn0051473,CG31473
FBgn0051475,CG31475
FBgn0051524,CG31524
FBgn0051542,CG31542
FBgn0051606,CG31606
FBgn0051612,CG31612
FBgn0051626,CG31626
FBgn0051637,CG31637
FBgn0051639,CG31639
FBgn0025683,CG3164
FBgn0051661,CG31661
FBgn0051663,CG31663
FBgn0051664,CG31664
FBgn0051668,CG31668
FBgn0051676,CG31676
FBgn0051678,CG31678
FBgn0029896,CG3168
FBgn0031449,CG31689
FBgn0051694,CG31694
FBgn0051706,CG31706
FBgn0051729,CG31729
FBgn0046888,CG31750
FBgn0051759,CG31759
FBgn0051760,CG31760
FBgn0051785,CG31785
FBgn0051789,CG31789
FBgn0051793,CG31793
FBgn0051797,CG31797
FBgn0051806,CG31806
FBgn0062978,CG31808
FBgn0051809,CG31809
FBgn0051815,CG31815
FBgn0028899,CG31817
FBgn0051820,CG31820
FBgn0051867,CG31867
FBgn0051869,CG31869
FBgn0051875,CG31875
FBgn0051897,CG31897
FBgn0051928,CG31928
FBgn0051933,CG31933
FBgn0051935,CG31935
FBgn0051957,CG31957
FBgn0052039,CG32039
FBgn0052040,CG32040
FBgn0052061,CG32061
FBgn0052066,CG32066
FBgn0052085,CG32085
FBgn0052087,CG32087
FBgn0052091,CG32091
FBgn0052107,CG32107
FBgn0052112,CG32112
FBgn0052121,CG32121
FBgn0052137,CG32137
FBgn0052152,CG32152
FBgn0034568,CG3216
FBgn0052181,CG32181
FBgn0052204,CG32204
FBgn0052206,CG32206
FBgn0047330,CG32235
FBgn0052264,CG32264
FBgn0052284,CG32284
FBgn0052320,CG32320
FBgn0052333,CG32333
FBgn0052365,CG32365
FBgn0052369,CG32369
FBgn0052373,CG32373
FBgn0052407,CG32407
FBgn0052432,CG32432
FBgn0052457,CG32457
FBgn0052521,CG32521
FBgn0052532,CG32532
FBgn0052533,CG32533
FBgn0034978,CG3257
FBgn0052590,CG32590
FBgn0052603,CG32603
FBgn0052642,CG32642
FBgn0052647,CG32647
FBgn0052683,CG32683
FBgn0052686,CG32686
FBgn0267253,CG32700
FBgn0052726,CG32726
FBgn0052750,CG32750
FBgn0052751,CG32751
FBgn0052767,CG32767
FBgn0052850,CG32850
FBgn0052982,CG32982
FBgn0052985,CG32985
FBgn0053012,CG33012
FBgn0053017,CG33017
FBgn0053080,CG33080
FBgn0029756,CG3309
FBgn0028916,CG33090
FBgn0053095,CG33095
FBgn0053096,CG33096
FBgn0053099,CG33099
FBgn0053110,CG33110
FBgn0053111,CG33111
FBgn0053137,CG33137
FBgn0053143,CG33143
FBgn0053144,CG33144
FBgn0053156,CG33156
FBgn0053158,CG33158
FBgn0053172,CG33172
FBgn0053203,CG33203
FBgn0029750,CG3323
FBgn0053233,CG33233
FBgn0032120,CG33298
FBgn0053301,CG33301
FBgn0053303,CG33303
FBgn0053307,CG33307
FBgn0053310,CG33310
FBgn0053322,CG33322
FBgn0053339,CG33339
FBgn0086610,CG33342
FBgn0039510,CG3339
FBgn0029874,CG3342
FBgn0053467,CG33467
FBgn0053475,CG33475
FBgn0053483,CG33483
FBgn0053523,CG33523
FBgn0053543,CG33543
FBgn0053643,CG33643
FBgn0053648,CG33648
FBgn0053725,CG33725
FBgn0053758,CG33758
FBgn0034997,CG3376
FBgn0053774,CG33774
FBgn0035240,CG33791
FBgn0053914,CG33914
FBgn0053919,CG33919
FBgn0053920,CG33920
FBgn0047095,CG33939
FBgn0053970,CG33970
FBgn0053993,CG33993
FBgn0054001,CG34001
FBgn0054002,CG34002
FBgn0054008,CG34008
FBgn0054012,CG34012
FBgn0054030,CG34030
FBgn0054034,CG34034
FBgn0054040,CG34040
FBgn0054041,CG34041
FBgn0054057,CG34057
FBgn0083942,CG34106
FBgn0083945,CG34109
FBgn0083951,CG34115
FBgn0083965,CG34129
FBgn0083969,CG34133
FBgn0083971,CG34135
FBgn0083977,CG34141
FBgn0085190,CG34161
FBgn0085191,CG34162
FBgn0085213,CG34184
FBgn0085214,CG34185
FBgn0085235,CG34206
FBgn0085239,CG34210
FBgn0085252,CG34223
FBgn0085256,CG34227
FBgn0085260,CG34231
FBgn0085265,CG34236
FBgn0085273,CG34244
FBgn0085280,CG34251
FBgn0085287,CG34258
FBgn0085306,CG34277
FBgn0085318,CG34289
FBgn0085320,CG34291
FBgn0085339,CG34310
FBgn0085354,CG34325
FBgn0085371,CG34342
FBgn0085376,CG34347
FBgn0085380,CG34351
FBgn0085382,CG34353
FBgn0085383,CG34354
FBgn0085384,CG34355
FBgn0085386,CG34357
FBgn0085396,CG34367
FBgn0085399,CG34370
FBgn0085404,CG34375
FBgn0263117,CG34377
FBgn0085413,CG34384
FBgn0085422,CG34393
FBgn0085425,CG34396
FBgn0085427,CG34398
FBgn0085433,CG34404
FBgn0085446,CG34417
FBgn0085460,CG34431
FBgn0085464,CG34435
FBgn0085466,CG34437
FBgn0085474,CG34445
FBgn0085480,CG34451
FBgn0085485,CG34456
FBgn0035007,CG3492
FBgn0038706,CG3517
FBgn0028497,CG3530
FBgn0031238,CG3645
FBgn0032974,CG3651
FBgn0034796,CG3700
FBgn0029824,CG3726
FBgn0034755,CG3746
FBgn0032110,CG3748
FBgn0036684,CG3764
FBgn0036838,CG3808
FBgn0034871,CG3906
FBgn0034958,CG3907
FBgn0029873,CG3918
FBgn0038008,CG3942
FBgn0058470,CG40470
FBgn0034976,CG4049
FBgn0028892,CG4161
FBgn0028888,CG4168
FBgn0029753,CG4198
FBgn0025628,CG4199
FBgn0250755,CG42233
FBgn0250757,CG42235
FBgn0250862,CG42237
FBgn0250867,CG42238
FBgn0250911,CG42245
FBgn0259145,CG42260
FBgn0259151,CG42266
FBgn0259163,CG42268
FBgn0259164,CG42269
FBgn0259167,CG42272
FBgn0259192,CG42296
FBgn0259219,CG42319
FBgn0259222,CG42322
FBgn0259224,CG42324
FBgn0259226,CG42326
FBgn0259227,CG42327
FBgn0259237,CG42335
FBgn0259241,CG42339
FBgn0259242,CG42340
FBgn0259677,CG42346
FBgn0259699,CG42353
FBgn0259700,CG42354
FBgn0259718,CG42372
FBgn0031384,CG4238
FBgn0259736,CG42390
FBgn0259818,CG42399
FBgn0259926,CG42449
FBgn0259935,CG42458
FBgn0259990,CG42487
FBgn0034761,CG4250
FBgn0260228,CG42502
FBgn0260230,CG42504
FBgn0260231,CG42505
FBgn0260429,CG42524
FBgn0260487,CG42534
FBgn0260643,CG42535
FBgn0260657,CG42540
FBgn0260658,CG42541
FBgn0260759,CG42557
FBgn0260760,CG42558
FBgn0031389,CG4259
FBgn0260971,CG42594
FBgn0261262,CG42613
FBgn0261360,CG42637
FBgn0034598,CG4266
FBgn0261536,CG42660
FBgn0261537,CG42661
FBgn0261545,CG42663
FBgn0261553,CG42671
FBgn0261554,CG42672
FBgn0261555,CG42673
FBgn0261556,CG42674
FBgn0261580,CG42690
FBgn0261610,CG42699
FBgn0261611,CG42700
FBgn0261705,CG42741
FBgn0261801,CG42747
FBgn0261803,CG42749
FBgn0261804,CG42750
FBgn0261830,CG42762
FBgn0261831,CG42763
FBgn0261847,CG42779
FBgn0263354,CG42784
FBgn0261931,CG42797
FBgn0262002,CG42820
FBgn0262007,CG42825
FBgn0262008,CG42826
FBgn0262009,CG42827
FBgn0262143,CG42869
FBgn0262144,CG42870
FBgn0262352,CG43050
FBgn0262359,CG43057
FBgn0262362,CG43060
FBgn0262508,CG43078
FBgn0262538,CG43092
FBgn0262540,CG43094
FBgn0262583,CG43123
FBgn0262588,CG43125
FBgn0262719,CG43163
FBgn0262794,CG43175
FBgn0262812,CG43183
FBgn0262817,CG43188
FBgn0262824,CG43195
FBgn0034956,CG4324
FBgn0263005,CG43313
FBgn0263038,CG43333
FBgn0263042,CG43337
FBgn0263079,CG43338
FBgn0263078,CG43339
FBgn0263077,CG43340
FBgn0263080,CG43348
FBgn0263109,CG43366
FBgn0263131,CG43373
FBgn0263256,CG43394
FBgn0028481,CG4341
FBgn0263400,CG43446
FBgn0263706,CG43658
FBgn0263774,CG43691
FBgn0263776,CG43693
FBgn0263841,CG43702
FBgn0263848,CG43709
FBgn0263850,CG43711
FBgn0263983,CG43732
FBgn0263996,CG43739
FBgn0039078,CG4374
FBgn0263997,CG43740
FBgn0031295,CG4375
FBgn0264090,CG43759
FBgn0264308,CG43778
FBgn0264339,CG43795
FBgn0264344,CG43800
FBgn0264364,CG43816
FBgn0264443,CG43861
FBgn0264449,CG43867
FBgn0038771,CG4390
FBgn0264540,CG43919
FBgn0039075,CG4393
FBgn0264605,CG43954
FBgn0030431,CG4407
FBgn0264894,CG44085
FBgn0034128,CG4409
FBgn0265002,CG44153
FBgn0265084,CG44195
FBgn0265180,CG44245
FBgn0265186,CG44251
FBgn0265256,CG44270
FBgn0265578,CG44405
FBgn0265595,CG44422
FBgn0265608,CG44426
FBgn0265629,CG44437
FBgn0265632,CG44439
FBgn0265668,CG44475
FBgn0035981,CG4452
FBgn0038752,CG4462
FBgn0265833,CG44622
FBgn0265877,CG44666
FBgn0039064,CG4467
FBgn0032553,CG4480
FBgn0266100,CG44837
FBgn0031894,CG4496
FBgn0031895,CG4497
FBgn0266354,CG45002
FBgn0031896,CG4502
FBgn0266410,CG45050
FBgn0266432,CG45062
FBgn0266434,CG45064
FBgn0266435,CG45065
FBgn0266446,CG45076
FBgn0266459,CG45084
FBgn0266489,CG45088
FBgn0266525,CG45092
FBgn0266801,CG45263
FBgn0038745,CG4538
FBgn0029912,CG4557
FBgn0029914,CG4558
FBgn0038740,CG4562
FBgn0267255,CG45691
FBgn0039344,CG4582
FBgn0032161,CG4594
FBgn0032160,CG4598
FBgn0267689,CG46025
FBgn0267726,CG46059
FBgn0035016,CG4612
FBgn0029935,CG4615
FBgn0029936,CG4617
FBgn0032166,CG4619
FBgn0035021,CG4622
FBgn0267964,CG46244
FBgn0283438,CG46280
FBgn0031299,CG4629
FBgn0284222,CG46306
FBgn0284223,CG46307
FBgn0284224,CG46308
FBgn0284225,CG46309
FBgn0032590,CG4631
FBgn0284226,CG46310
FBgn0284227,CG46311
FBgn0284229,CG46313
FBgn0284230,CG46314
FBgn0284235,CG46319
FBgn0284236,CG46320
FBgn0284237,CG46321
FBgn0285963,CG46339
FBgn0286778,CG46385
FBgn0286932,CG46429
FBgn0287587,CG46457
FBgn0287588,CG46458
