geneID,geneName
FBgn0035722,CG10075
FBgn0035720,CG10077
FBgn0036369,CG10089
FBgn0038088,CG10126
FBgn0033951,CG10139
FBgn0033960,CG10151
FBgn0036361,CG10154
FBgn0035697,CG10163
FBgn0039088,CG10164
FBgn0039091,CG10182
FBgn0039094,CG10184
FBgn0038397,CG10185
FBgn0035695,CG10226
FBgn0037439,CG10286
FBgn0038420,CG10311
FBgn0034972,CG10339
FBgn0030349,CG10353
FBgn0035452,CG10359
FBgn0030358,CG10362
FBgn0039109,CG10365
FBgn0036277,CG10418
FBgn0032730,CG10431
FBgn0035679,CG10467
FBgn0035678,CG10469
FBgn0035661,CG10477
FBgn0035656,CG10479
FBgn0035649,CG10483
FBgn0037060,CG10508
FBgn0037057,CG10512
FBgn0034583,CG10527
FBgn0037035,CG10589
FBgn0036289,CG10657
FBgn0036288,CG10660
FBgn0036287,CG10663
FBgn0036362,CG10725
FBgn0034420,CG10737
FBgn0036368,CG10738
FBgn0034221,CG10764
FBgn0038163,CG10841
FBgn0029963,CG10920
FBgn0029969,CG10932
FBgn0034253,CG10936
FBgn0010620,CG10939
FBgn0036317,CG10948
FBgn0036316,CG10960
FBgn0036310,CG10969
FBgn0031736,CG11030
FBgn0030536,CG11068
FBgn0030408,CG11085
FBgn0034485,CG11099
FBgn0033164,CG11112
FBgn0033174,CG11125
FBgn0033177,CG11141
FBgn0033168,CG11145
FBgn0039927,CG11155
FBgn0034705,CG11170
FBgn0037290,CG1124
FBgn0037120,CG11247
FBgn0036346,CG11251
FBgn0036334,CG11267
FBgn0036342,CG11279
FBgn0039816,CG11317
FBgn0039818,CG11318
FBgn0031835,CG11319
FBgn0035557,CG11353
FBgn0035558,CG11357
FBgn0035490,CG1136
FBgn0034198,CG11400
FBgn0034990,CG11406
FBgn0024366,CG11409
FBgn0037166,CG11426
FBgn0040637,CG11458
FBgn0039749,CG11498
FBgn0036264,CG11529
FBgn0035400,CG11537
FBgn0036249,CG11560
FBgn0036230,CG11570
FBgn0030540,CG11581
FBgn0030541,CG11584
FBgn0030545,CG11590
FBgn0035484,CG11594
FBgn0038067,CG11598
FBgn0038069,CG11608
FBgn0038109,CG11656
FBgn0036196,CG11658
FBgn0038113,CG11668
FBgn0038114,CG11670
FBgn0030551,CG11674
FBgn0040551,CG11686
FBgn0038690,CG11703
FBgn0036170,CG11714
FBgn0033527,CG11777
FBgn0039266,CG11791
FBgn0033519,CG11825
FBgn0039616,CG11828
FBgn0039627,CG11837
FBgn0039628,CG11841
FBgn0039629,CG11842
FBgn0039630,CG11843
FBgn0039633,CG11873
FBgn0039316,CG11893
FBgn0039645,CG11898
FBgn0014427,CG11899
FBgn0031620,CG11929
FBgn0039656,CG11951
FBgn0034436,CG11961
FBgn0035430,CG12009
FBgn0035443,CG12010
FBgn0035257,CG12011
FBgn0035429,CG12017
FBgn0035283,CG12024
FBgn0035285,CG12025
FBgn0039808,CG12071
FBgn0030065,CG12075
FBgn0043458,CG12084
FBgn0030457,CG12096
FBgn0033471,CG12134
FBgn0028504,CG12182
FBgn0029662,CG12206
FBgn0037974,CG12224
FBgn0038304,CG12241
FBgn0038577,CG12321
FBgn0033557,CG12325
FBgn0035137,CG1233
FBgn0040805,CG12355
FBgn0035360,CG1246
FBgn0034782,CG12490
FBgn0035171,CG12502
FBgn0036324,CG12520
FBgn0029657,CG12535
FBgn0030586,CG12539
FBgn0029930,CG12541
FBgn0040684,CG12589
FBgn0037941,CG12594
FBgn0030886,CG12672
FBgn0035392,CG1271
FBgn0030443,CG12715
FBgn0035522,CG1273
FBgn0037206,CG12768
FBgn0033252,CG12769
FBgn0033141,CG12831
FBgn0033948,CG12863
FBgn0033955,CG12866
FBgn0039523,CG12885
FBgn0033512,CG12902
FBgn0033502,CG12910
FBgn0033501,CG12911
FBgn0033497,CG12912
FBgn0033437,CG12926
FBgn0034031,CG12963
FBgn0037042,CG12984
FBgn0035501,CG1299
FBgn0040877,CG12994
FBgn0030798,CG13003
FBgn0030797,CG13004
FBgn0030769,CG13012
FBgn0036677,CG13023
FBgn0036665,CG13024
FBgn0036638,CG13033
FBgn0032770,CG13086
FBgn0032050,CG13096
FBgn0032176,CG13127
FBgn0032175,CG13131
FBgn0032184,CG13135
FBgn0032188,CG13137
FBgn0032260,CG13144
FBgn0033723,CG13155
FBgn0033732,CG13157
FBgn0033720,CG13160
FBgn0033645,CG13196
FBgn0062449,CG13197
FBgn0033608,CG13220
FBgn0036979,CG13247
FBgn0036984,CG13248
FBgn0037014,CG13251
FBgn0040636,CG13255
FBgn0035611,CG13285
FBgn0035648,CG13288
FBgn0035685,CG13297
FBgn0035699,CG13300
FBgn0035921,CG13305
FBgn0035932,CG13308
FBgn0035928,CG13310
FBgn0035931,CG13312
FBgn0035949,CG13314
FBgn0040827,CG13315
FBgn0033856,CG13334
FBgn0033863,CG13337
FBgn0033884,CG13344
FBgn0036799,CG13380
FBgn0033202,CG1339
FBgn0014417,CG13397
FBgn0030544,CG13403
FBgn0030559,CG13404
FBgn0034510,CG13426
FBgn0034546,CG13442
FBgn0036520,CG13449
FBgn0034723,CG13506
FBgn0034788,CG13532
FBgn0034826,CG13544
FBgn0034869,CG13558
FBgn0034870,CG13559
FBgn0034942,CG13566
FBgn0034996,CG13575
FBgn0035010,CG13579
FBgn0033196,CG1358
FBgn0035011,CG13589
FBgn0033195,CG1360
FBgn0039137,CG13604
FBgn0039161,CG13606
FBgn0039219,CG13630
FBgn0040601,CG13643
FBgn0035867,CG13671
FBgn0035845,CG13675
FBgn0035844,CG13676
FBgn0035859,CG13678
FBgn0031219,CG13694
FBgn0036773,CG13698
FBgn0036781,CG13699
FBgn0036785,CG13700
FBgn0035582,CG13705
FBgn0035578,CG13707
FBgn0035577,CG13708
FBgn0036707,CG13724
FBgn0033403,CG13739
FBgn0033372,CG13742
FBgn0033368,CG13743
FBgn0033363,CG13744
FBgn0033364,CG13747
FBgn0033355,CG13748
FBgn0033353,CG13749
FBgn0031874,CG13775
FBgn0031897,CG13784
FBgn0035332,CG13801
FBgn0038967,CG13847
FBgn0035138,CG13884
FBgn0035165,CG13887
FBgn0035146,CG13893
FBgn0035157,CG13894
FBgn0035237,CG13917
FBgn0035256,CG13930
FBgn0035270,CG13933
FBgn0035287,CG13937
FBgn0033405,CG13954
FBgn0031770,CG13995
FBgn0039592,CG14062
FBgn0032315,CG14069
FBgn0032312,CG14071
FBgn0032318,CG14072
FBgn0036814,CG14073
FBgn0036851,CG14082
FBgn0036859,CG14085
FBgn0036860,CG14086
FBgn0036858,CG14088
FBgn0036871,CG14096
FBgn0036889,CG14100
FBgn0036352,CG14110
FBgn0036343,CG14115
FBgn0036323,CG14118
FBgn0036321,CG14120
FBgn0036232,CG14125
FBgn0036193,CG14135
FBgn0036138,CG14143
FBgn0036036,CG14174
FBgn0033468,CG1418
FBgn0030996,CG14194
FBgn0031023,CG14200
FBgn0031031,CG14218
FBgn0031036,CG14220
FBgn0029658,CG14269
FBgn0038695,CG14280
FBgn0038655,CG14297
FBgn0038632,CG14301
FBgn0038629,CG14304
FBgn0038630,CG14305
FBgn0038611,CG14309
FBgn0038579,CG14313
FBgn0038581,CG14314
FBgn0038568,CG14315
FBgn0038567,CG14316
FBgn0038566,CG14317
FBgn0038540,CG14321
FBgn0038532,CG14322
FBgn0038528,CG14326
FBgn0038526,CG14327
FBgn0038512,CG14330
FBgn0038510,CG14331
FBgn0031301,CG14339
FBgn0031302,CG14340
FBgn0038207,CG14356
FBgn0038170,CG14367
FBgn0038158,CG14370
FBgn0038148,CG14377
FBgn0038102,CG14383
FBgn0038097,CG14384
FBgn0038073,CG14395
FBgn0030581,CG14408
FBgn0030571,CG14414
FBgn0029639,CG14419
FBgn0029922,CG14431
FBgn0029915,CG14434
FBgn0029898,CG14439
FBgn0029895,CG14441
FBgn0037171,CG14459
FBgn0039659,CG14506
FBgn0039655,CG14507
FBgn0039648,CG14515
FBgn0039640,CG14516
FBgn0037142,CG14562
FBgn0037139,CG14563
FBgn0037124,CG14568
FBgn0037122,CG14570
FBgn0037125,CG14573
FBgn0033063,CG14589
FBgn0033054,CG14591
FBgn0037485,CG14606
FBgn0030558,CG1461
FBgn0031184,CG14615
FBgn0031183,CG14621
FBgn0040358,CG14625
FBgn0040360,CG14626
FBgn0030406,CG1463
FBgn0014903,CG14630
FBgn0037291,CG14662
FBgn0040682,CG14664
FBgn0037326,CG14669
FBgn0037822,CG14683
FBgn0037835,CG14687
FBgn0037819,CG14688
FBgn0037829,CG14691
FBgn0037836,CG14692
FBgn0037837,CG14693
FBgn0037845,CG14694
FBgn0037853,CG14696
FBgn0037986,CG14736
FBgn0033326,CG14743
FBgn0033236,CG14764
FBgn0040777,CG14767
FBgn0026872,CG14777
FBgn0029587,CG14797
FBgn0023513,CG14803
FBgn0023514,CG14805
FBgn0035755,CG14830
FBgn0035797,CG14837
FBgn0038261,CG14856
FBgn0038262,CG14857
FBgn0038280,CG14861
FBgn0038311,CG14864
FBgn0038380,CG14877
FBgn0038425,CG14881
FBgn0038451,CG14893
FBgn0038452,CG14905
FBgn0032331,CG14913
FBgn0032360,CG14926
FBgn0032365,CG14929
FBgn0035413,CG14958
FBgn0035428,CG14960
FBgn0035439,CG14961
FBgn0035409,CG14963
FBgn0035410,CG14964
FBgn0035431,CG14968
FBgn0035440,CG14969
FBgn0035477,CG14982
FBgn0035480,CG14984
FBgn0035482,CG14985
FBgn0035495,CG14989
FBgn0035497,CG14995
FBgn0029946,CG15034
FBgn0030938,CG15047
FBgn0034391,CG15080
FBgn0033463,CG1513
FBgn0030271,CG15202
FBgn0040850,CG15210
FBgn0030331,CG15221
FBgn0039601,CG1523
FBgn0033104,CG15237
FBgn0029681,CG15239
FBgn0030161,CG15249
FBgn0028850,CG15260
FBgn0028852,CG15262
FBgn0028879,CG15270
FBgn0028886,CG15279
FBgn0030174,CG15312
FBgn0030137,CG15317
FBgn0031088,CG15322
FBgn0029986,CG15332
FBgn0030014,CG15337
FBgn0030077,CG15365
FBgn0030107,CG15370
FBgn0030889,CG15373
FBgn0031602,CG15431
FBgn0031610,CG15436
FBgn0039827,CG1544
FBgn0029746,CG15465
FBgn0032457,CG15483
FBgn0032452,CG15484
FBgn0039742,CG15528
FBgn0039748,CG15529
FBgn0039752,CG15530
FBgn0039755,CG15531
FBgn0039782,CG15539
FBgn0039799,CG15543
FBgn0039804,CG15544
FBgn0039806,CG15545
FBgn0039807,CG15546
FBgn0039809,CG15547
FBgn0039817,CG15553
FBgn0039821,CG15556
FBgn0037421,CG15594
FBgn0030654,CG15643
FBgn0030665,CG15646
FBgn0034567,CG15651
FBgn0030417,CG15725
FBgn0030374,CG15734
FBgn0030340,CG15740
FBgn0030466,CG15744
FBgn0038606,CG15803
FBgn0035405,CG15812
FBgn0035308,CG15822
FBgn0035309,CG15879
FBgn0029859,CG15892
FBgn0029864,CG15894
FBgn0033185,CG1603
FBgn0039844,CG1607
FBgn0030027,CG1632
FBgn0030245,CG1637
FBgn0039602,CG1647
FBgn0033446,CG1648
FBgn0033454,CG1671
FBgn0036032,CG16711
FBgn0036028,CG16717
FBgn0039092,CG16723
FBgn0030482,CG1673
FBgn0039897,CG1674
FBgn0035348,CG16758
FBgn0029941,CG1677
FBgn0036767,CG16775
FBgn0034974,CG16786
FBgn0034940,CG16787
FBgn0032522,CG16848
FBgn0032338,CG16854
FBgn0028931,CG16863
FBgn0028919,CG16865
FBgn0027589,CG1688
FBgn0032533,CG16888
FBgn0034483,CG16894
FBgn0033442,CG1690
FBgn0031116,CG1695
FBgn0032523,CG16956
FBgn0033443,CG1698
FBgn0062517,CG16984
FBgn0035356,CG16986
FBgn0036547,CG17032
FBgn0032280,CG17105
FBgn0032297,CG17124
FBgn0035151,CG17129
FBgn0036246,CG17154
FBgn0038761,CG17190
FBgn0032414,CG17211
FBgn0032419,CG17217
FBgn0046225,CG17230
FBgn0036958,CG17233
FBgn0038821,CG17267
FBgn0036345,CG17300
FBgn0036395,CG17361
FBgn0036391,CG17364
FBgn0033934,CG17385
FBgn0037276,CG17387
FBgn0261387,CG17528
FBgn0038424,CG17565
FBgn0031195,CG17600
FBgn0036311,CG17666
FBgn0034352,CG17669
FBgn0083978,CG17672
FBgn0036348,CG17687
FBgn0025835,CG17707
FBgn0000633,CG17716
FBgn0030114,CG17754
FBgn0033756,CG17760
FBgn0040900,CG17777
FBgn0038547,CG17803
FBgn0037525,CG17816
FBgn0036227,CG17826
FBgn0028394,CG17834
FBgn0036454,CG17839
FBgn0032124,CG17855
FBgn0032597,CG17904
FBgn0032086,CG17906
FBgn0030163,CG1791
FBgn0038416,CG17930
FBgn0029647,CG17959
FBgn0030006,CG17982
FBgn0031171,CG1801
FBgn0028872,CG18095
FBgn0034898,CG18128
FBgn0036837,CG18135
FBgn0036796,CG18231
FBgn0037003,CG18281
FBgn0043825,CG18284
FBgn0032265,CG18301
FBgn0032266,CG18302
FBgn0033864,CG18368
FBgn0034218,CG18467
FBgn0038701,CG18493
FBgn0028746,CG18508
FBgn0037973,CG18547
FBgn0038053,CG18549
FBgn0038601,CG18600
FBgn0034279,CG18635
FBgn0032551,CG18636
FBgn0040964,CG18661
FBgn0040696,CG18675
FBgn0042104,CG18747
FBgn0042110,CG18765
FBgn0042137,CG18814
FBgn0042138,CG18815
FBgn0033421,CG1888
FBgn0033434,CG1902
FBgn0039674,CG1907
FBgn0033214,CG1941
FBgn0033216,CG1946
FBgn0039886,CG2003
FBgn0027608,CG2082
FBgn0037369,CG2100
FBgn0037365,CG2104
FBgn0030003,CG2116
FBgn0033289,CG2121
FBgn0030217,CG2124
FBgn0030251,CG2145
FBgn0030244,CG2157
FBgn0030243,CG2186
FBgn0035213,CG2199
FBgn0030447,CG2200
FBgn0027544,CG2217
FBgn0039767,CG2218
FBgn0039790,CG2246
FBgn0029995,CG2256
FBgn0030000,CG2260
FBgn0035204,CG2277
FBgn0024975,CG2712
FBgn0037541,CG2747
FBgn0003159,CG2841
FBgn0030189,CG2909
FBgn0050001,CG30001
FBgn0050015,CG30015
FBgn0050026,CG30026
FBgn0050033,CG30033
FBgn0050037,CG30037
FBgn0050043,CG30043
FBgn0050048,CG30048
FBgn0050069,CG30069
FBgn0050076,CG30076
FBgn0050080,CG30080
FBgn0050089,CG30089
FBgn0029720,CG3009
FBgn0050094,CG30094
FBgn0050099,CG30099
FBgn0050110,CG30110
FBgn0028496,CG30116
FBgn0050120,CG30120
FBgn0050158,CG30158
FBgn0050177,CG30177
FBgn0050183,CG30183
FBgn0050195,CG30195
FBgn0050265,CG30265
FBgn0050268,CG30268
FBgn0050271,CG30271
FBgn0050274,CG30274
FBgn0050275,CG30275
FBgn0050338,CG30338
FBgn0050345,CG30345
FBgn0050357,CG30357
FBgn0050377,CG30377
FBgn0050378,CG30378
FBgn0050379,CG30379
FBgn0050395,CG30395
FBgn0050419,CG30419
FBgn0050431,CG30431
FBgn0050440,CG30440
FBgn0050456,CG30456
FBgn0050460,CG30460
FBgn0050471,CG30471
FBgn0050472,CG30472
FBgn0050479,CG30479
FBgn0050480,CG30480
FBgn0038195,CG3061
FBgn0025613,CG3081
FBgn0051013,CG31013
FBgn0051016,CG31016
FBgn0051019,CG31019
FBgn0051028,CG31028
FBgn0051029,CG31029
FBgn0051030,CG31030
FBgn0051121,CG31121
FBgn0051122,CG31122
FBgn0051128,CG31128
FBgn0051140,CG31140
FBgn0051145,CG31145
FBgn0051176,CG31176
FBgn0051183,CG31183
FBgn0031466,CG3119
FBgn0051204,CG31204
FBgn0051206,CG31206
FBgn0051207,CG31207
FBgn0051221,CG31221
FBgn0051224,CG31224
FBgn0051266,CG31266
FBgn0051287,CG31287
FBgn0051321,CG31321
FBgn0051342,CG31342
FBgn0051345,CG31345
FBgn0051368,CG31368
FBgn0051419,CG31419
FBgn0051467,CG31467
FBgn0047351,CG31468
FBgn0051475,CG31475
FBgn0027564,CG3149
FBgn0051495,CG31495
FBgn0051637,CG31637
FBgn0051663,CG31663
FBgn0031449,CG31689
FBgn0051690,CG31690
FBgn0051698,CG31698
FBgn0051729,CG31729
FBgn0051759,CG31759
FBgn0051832,CG31832
FBgn0051867,CG31867
FBgn0051869,CG31869
FBgn0051870,CG31870
FBgn0051875,CG31875
FBgn0023525,CG3191
FBgn0051975,CG31975
FBgn0051997,CG31997
FBgn0051998,CG31998
FBgn0051999,CG31999
FBgn0052006,CG32006
FBgn0052017,CG32017
FBgn0052023,CG32023
FBgn0043806,CG32032
FBgn0052036,CG32036
FBgn0052037,CG32037
FBgn0052039,CG32039
FBgn0052040,CG32040
FBgn0044328,CG32052
FBgn0052071,CG32071
FBgn0052085,CG32085
FBgn0052086,CG32086
FBgn0052091,CG32091
FBgn0052099,CG32099
FBgn0052106,CG32106
FBgn0052107,CG32107
FBgn0052109,CG32109
FBgn0052112,CG32112
FBgn0052137,CG32137
FBgn0034568,CG3216
FBgn0052182,CG32182
FBgn0052195,CG32195
FBgn0052199,CG32199
FBgn0052201,CG32201
FBgn0052204,CG32204
FBgn0052206,CG32206
FBgn0052228,CG32228
FBgn0046793,CG32236
FBgn0052237,CG32237
FBgn0052259,CG32259
FBgn0052260,CG32260
FBgn0052262,CG32262
FBgn0052264,CG32264
FBgn0052269,CG32269
FBgn0052270,CG32270
FBgn0052278,CG32278
FBgn0052280,CG32280
FBgn0052281,CG32281
FBgn0052298,CG32298
FBgn0052299,CG32299
FBgn0052301,CG32301
FBgn0052305,CG32305
FBgn0052333,CG32333
FBgn0063667,CG32335
FBgn0052354,CG32354
FBgn0052365,CG32365
FBgn0052368,CG32368
FBgn0052369,CG32369
FBgn0052373,CG32373
FBgn0052407,CG32407
FBgn0052425,CG32425
FBgn0052432,CG32432
FBgn0052440,CG32440
FBgn0043783,CG32444
FBgn0052447,CG32447
FBgn0052473,CG32473
FBgn0266918,CG32486
FBgn0052488,CG32488
FBgn0052521,CG32521
FBgn0052523,CG32523
FBgn0052532,CG32532
FBgn0052549,CG32549
FBgn0052572,CG32572
FBgn0052590,CG32590
FBgn0260482,CG32599
FBgn0052642,CG32642
FBgn0052645,CG32645
FBgn0052647,CG32647
FBgn0052683,CG32683
FBgn0052687,CG32687
FBgn0052694,CG32694
FBgn0052695,CG32695
FBgn0267253,CG32700
FBgn0052719,CG32719
FBgn0023531,CG32809
FBgn0052816,CG32816
FBgn0052833,CG32833
FBgn0052834,CG32834
FBgn0052850,CG32850
FBgn0052982,CG32982
FBgn0053012,CG33012
FBgn0053017,CG33017
FBgn0053054,CG33054
FBgn0053056,CG33056
FBgn0053057,CG33057
FBgn0053062,CG33062
FBgn0028916,CG33090
FBgn0053099,CG33099
FBgn0053143,CG33143
FBgn0053144,CG33144
FBgn0053156,CG33156
FBgn0053158,CG33158
FBgn0053172,CG33172
FBgn0053199,CG33199
FBgn0053203,CG33203
FBgn0053225,CG33225
FBgn0053230,CG33230
FBgn0053262,CG33262
FBgn0053284,CG33284
FBgn0032120,CG33298
FBgn0053301,CG33301
FBgn0039510,CG3339
FBgn0029874,CG3342
FBgn0053458,CG33458
FBgn0053465,CG33465
FBgn0053469,CG33469
FBgn0053490,CG33490
FBgn0053514,CG33514
FBgn0250819,CG33521
FBgn0053523,CG33523
FBgn0053639,CG33639
FBgn0053700,CG33700
FBgn0053702,CG33702
FBgn0053703,CG33703
FBgn0053704,CG33704
FBgn0053774,CG33774
FBgn0053798,CG33798
FBgn0053914,CG33914
FBgn0053965,CG33965
FBgn0053966,CG33966
FBgn0053977,CG33977
FBgn0053978,CG33978
FBgn0250851,CG33981
FBgn0053993,CG33993
FBgn0054012,CG34012
FBgn0054015,CG34015
FBgn0035148,CG3402
FBgn0054041,CG34041
FBgn0054043,CG34043
FBgn0054054,CG34054
FBgn0054056,CG34056
FBgn0054057,CG34057
FBgn0083942,CG34106
FBgn0083945,CG34109
FBgn0083991,CG34155
FBgn0085223,CG34194
FBgn0085242,CG34213
FBgn0085245,CG34216
FBgn0085280,CG34251
FBgn0085282,CG34253
FBgn0085288,CG34259
FBgn0085290,CG34261
FBgn0085292,CG34263
FBgn0085294,CG34265
FBgn0085296,CG34267
FBgn0085298,CG34269
FBgn0085310,CG34281
FBgn0085324,CG34295
FBgn0085337,CG34308
FBgn0085345,CG34316
FBgn0085360,CG34331
FBgn0085371,CG34342
FBgn0085376,CG34347
FBgn0085383,CG34354
FBgn0085384,CG34355
FBgn0085386,CG34357
FBgn0085404,CG34375
FBgn0085405,CG34376
FBgn0263117,CG34377
FBgn0085411,CG34382
FBgn0085413,CG34384
FBgn0085427,CG34398
FBgn0085430,CG34401
FBgn0085431,CG34402
FBgn0085437,CG34408
FBgn0085446,CG34417
FBgn0085457,CG34428
FBgn0085458,CG34429
FBgn0085479,CG34450
FBgn0085480,CG34451
FBgn0085481,CG34452
FBgn0085482,CG34453
FBgn0250833,CG34461
FBgn0046253,CG3502
FBgn0038250,CG3505
FBgn0040355,CG3526
FBgn0035999,CG3552
FBgn0029710,CG3568
FBgn0023521,CG3587
FBgn0038266,CG3610
FBgn0035069,CG3611
FBgn0037028,CG3618
FBgn0023540,CG3630
FBgn0034785,CG3649
FBgn0040397,CG3655
FBgn0029824,CG3726
FBgn0024989,CG3777
FBgn0038275,CG3817
FBgn0029863,CG3823
FBgn0035059,CG3894
FBgn0034871,CG3906
FBgn0036821,CG3961
FBgn0038469,CG4009
FBgn0035986,CG4022
FBgn0029736,CG4041
FBgn0058470,CG40470
FBgn0038011,CG4066
FBgn0037827,CG4073
FBgn0035983,CG4080
FBgn0085638,CG41378
FBgn0087011,CG41520
FBgn0028888,CG4168
FBgn0036793,CG4174
FBgn0250844,CG4218
FBgn0250754,CG42232
FBgn0250862,CG42237
FBgn0250911,CG42245
FBgn0259140,CG42255
FBgn0259145,CG42260
FBgn0259163,CG42268
FBgn0259166,CG42271
FBgn0259167,CG42272
FBgn0259179,CG42284
FBgn0259200,CG42304
FBgn0259202,CG42306
FBgn0259222,CG42322
FBgn0259224,CG42324
FBgn0259226,CG42326
FBgn0259227,CG42327
FBgn0259233,CG42331
FBgn0259239,CG42337
FBgn0259241,CG42339
FBgn0259242,CG42340
FBgn0259244,CG42342
FBgn0259677,CG42346
FBgn0259699,CG42353
FBgn0259700,CG42354
FBgn0259701,CG42355
FBgn0259702,CG42356
FBgn0259712,CG42366
FBgn0259720,CG42374
FBgn0259721,CG42375
FBgn0031384,CG4238
FBgn0259736,CG42390
FBgn0259739,CG42393
FBgn0259748,CG42397
FBgn0259916,CG42445
FBgn0259927,CG42450
FBgn0259935,CG42458
FBgn0260026,CG42494
FBgn0260233,CG42507
FBgn0260429,CG42524
FBgn0260430,CG42525
FBgn0260644,CG42536
FBgn0260657,CG42540
FBgn0260658,CG42541
FBgn0260659,CG42542
FBgn0260763,CG42561
FBgn0260770,CG42568
FBgn0260965,CG42588
FBgn0260971,CG42594
FBgn0261262,CG42613
FBgn0261356,CG42633
FBgn0261501,CG42649
FBgn0261536,CG42660
FBgn0261537,CG42661
FBgn0261538,CG42662
FBgn0261545,CG42663
FBgn0261555,CG42673
FBgn0261556,CG42674
FBgn0261611,CG42700
FBgn0261674,CG42709
FBgn0261704,CG42740
FBgn0261705,CG42741
FBgn0261801,CG42747
FBgn0261804,CG42750
FBgn0261832,CG42764
FBgn0261853,CG42782
