geneID,geneName
FBgn0029771,CG12730
FBgn0033252,CG12769
FBgn0046258,CG12880
FBgn0039538,CG12883
FBgn0033569,CG12942
FBgn0035501,CG1299
FBgn0040877,CG12994
FBgn0030829,CG12998
FBgn0030797,CG13004
FBgn0036679,CG13022
FBgn0036665,CG13024
FBgn0036596,CG13045
FBgn0036601,CG13063
FBgn0036567,CG13074
FBgn0032810,CG13077
FBgn0032809,CG13078
FBgn0032780,CG13085
FBgn0035519,CG1309
FBgn0032084,CG13101
FBgn0032088,CG13102
FBgn0032100,CG13108
FBgn0032188,CG13137
FBgn0031134,CG1314
FBgn0032260,CG13144
FBgn0033767,CG13148
FBgn0035526,CG1316
FBgn0033701,CG13171
FBgn0033661,CG13185
FBgn0033627,CG13204
FBgn0033587,CG13218
FBgn0033588,CG13228
FBgn0033579,CG13229
FBgn0086673,CG13272
FBgn0032609,CG13280
FBgn0032614,CG13284
FBgn0035677,CG13293
FBgn0035674,CG13295
FBgn0035699,CG13300
FBgn0035921,CG13305
FBgn0035932,CG13308
FBgn0035931,CG13312
FBgn0033787,CG13321
FBgn0026874,CG13358
FBgn0025616,CG13359
FBgn0025633,CG13366
FBgn0036799,CG13380
FBgn0032036,CG13384
FBgn0030544,CG13403
FBgn0038931,CG13407
FBgn0038929,CG13408
FBgn0038926,CG13409
FBgn0027507,CG1344
FBgn0036442,CG13473
FBgn0034683,CG13500
FBgn0034684,CG13501
FBgn0034788,CG13532
FBgn0034833,CG13539
FBgn0034839,CG13540
FBgn0040660,CG13551
FBgn0034906,CG13561
FBgn0034928,CG13562
FBgn0035010,CG13579
FBgn0033196,CG1358
FBgn0035041,CG13594
FBgn0039128,CG13599
FBgn0039150,CG13605
FBgn0039161,CG13606
FBgn0039151,CG13607
FBgn0039201,CG13617
FBgn0040601,CG13643
FBgn0039288,CG13653
FBgn0039290,CG13654
FBgn0039291,CG13663
FBgn0035858,CG13674
FBgn0035844,CG13676
FBgn0035816,CG13685
FBgn0031219,CG13694
FBgn0036773,CG13698
FBgn0036781,CG13699
FBgn0035582,CG13705
FBgn0035553,CG13722
FBgn0036707,CG13724
FBgn0036716,CG13728
FBgn0033403,CG13739
FBgn0033363,CG13744
FBgn0031897,CG13784
FBgn0039068,CG13827
FBgn0039028,CG13840
FBgn0040588,CG13841
FBgn0039009,CG13842
FBgn0038993,CG13843
FBgn0038967,CG13847
FBgn0038958,CG13857
FBgn0030033,CG1387
FBgn0035146,CG13893
FBgn0035157,CG13894
FBgn0035158,CG13895
FBgn0035159,CG13896
FBgn0035164,CG13901
FBgn0035173,CG13907
FBgn0035237,CG13917
FBgn0035270,CG13933
FBgn0035287,CG13937
FBgn0031277,CG13947
FBgn0031288,CG13949
FBgn0033405,CG13954
FBgn0032824,CG13962
FBgn0032834,CG13965
FBgn0039522,CG13972
FBgn0039518,CG13978
FBgn0031792,CG13983
FBgn0031786,CG13989
FBgn0031770,CG13995
FBgn0031697,CG14024
FBgn0032318,CG14072
FBgn0036814,CG14073
FBgn0036818,CG14074
FBgn0036851,CG14082
FBgn0036143,CG14142
FBgn0036138,CG14143
FBgn0036094,CG14153
FBgn0030996,CG14194
FBgn0031023,CG14200
FBgn0031032,CG14204
FBgn0031034,CG14205
FBgn0031036,CG14220
FBgn0039429,CG14238
FBgn0039452,CG14245
FBgn0040608,CG14246
FBgn0039454,CG14247
FBgn0039462,CG14252
FBgn0039467,CG14253
FBgn0039479,CG14257
FBgn0038695,CG14280
FBgn0038632,CG14301
FBgn0038629,CG14304
FBgn0038611,CG14309
FBgn0038532,CG14322
FBgn0039376,CG14354
FBgn0038208,CG14355
FBgn0038170,CG14367
FBgn0032900,CG14401
FBgn0032894,CG14402
FBgn0030571,CG14414
FBgn0029922,CG14431
FBgn0029898,CG14439
FBgn0029895,CG14441
FBgn0029893,CG14442
FBgn0037171,CG14459
FBgn0034283,CG14492
FBgn0039659,CG14506
FBgn0039648,CG14515
FBgn0039621,CG14518
FBgn0039407,CG14544
FBgn0040602,CG14545
FBgn0039395,CG14546
FBgn0039413,CG14556
FBgn0031163,CG14579
FBgn0037819,CG14688
FBgn0037836,CG14692
FBgn0037837,CG14693
FBgn0037920,CG14710
FBgn0037930,CG14715
FBgn0037964,CG14731
FBgn0033326,CG14743
FBgn0033324,CG14744
FBgn0040777,CG14767
FBgn0026872,CG14777
FBgn0029580,CG14778
FBgn0029587,CG14797
FBgn0035734,CG14823
FBgn0035751,CG14829
FBgn0035755,CG14830
FBgn0035768,CG14834
FBgn0035797,CG14837
FBgn0035799,CG14838
FBgn0038246,CG14853
FBgn0038262,CG14857
FBgn0038311,CG14864
FBgn0038422,CG14880
FBgn0032345,CG14921
FBgn0040968,CG14933
FBgn0035413,CG14958
FBgn0035477,CG14982
FBgn0035495,CG14989
FBgn0035496,CG14990
FBgn0035497,CG14995
FBgn0035508,CG15005
FBgn0035518,CG15011
FBgn0035543,CG15020
FBgn0031100,CG1504
FBgn0034400,CG15099
FBgn0034419,CG15111
FBgn0034417,CG15117
FBgn0032631,CG15140
FBgn0032665,CG15152
FBgn0032663,CG15153
FBgn0032688,CG15160
FBgn0032734,CG15169
FBgn0032733,CG15170
FBgn0037448,CG15186
FBgn0033108,CG15236
FBgn0028880,CG15256
FBgn0028878,CG15269
FBgn0028879,CG15270
FBgn0032554,CG15278
FBgn0028886,CG15279
FBgn0028844,CG15283
FBgn0029989,CG15333
FBgn0030014,CG15337
FBgn0031378,CG15362
FBgn0030077,CG15365
FBgn0031542,CG15414
FBgn0031146,CG15449
FBgn0031132,CG15450
FBgn0029746,CG15465
FBgn0032457,CG15483
FBgn0038894,CG15497
FBgn0039686,CG15506
FBgn0039719,CG15515
FBgn0039723,CG15522
FBgn0039742,CG15528
FBgn0039752,CG15530
FBgn0039768,CG15533
FBgn0039770,CG15537
FBgn0039804,CG15544
FBgn0039807,CG15546
FBgn0039809,CG15547
FBgn0039810,CG15549
FBgn0034194,CG15611
FBgn0034639,CG15673
FBgn0038832,CG15695
FBgn0038833,CG15696
FBgn0030451,CG15717
FBgn0030466,CG15744
FBgn0029814,CG15765
FBgn0029809,CG15767
FBgn0029801,CG15771
FBgn0030336,CG1578
FBgn0038606,CG15803
FBgn0031292,CG15824
FBgn0035084,CG15861
FBgn0040528,CG15864
FBgn0030576,CG15890
FBgn0029859,CG15892
FBgn0029864,CG15894
FBgn0040575,CG15922
FBgn0038814,CG15923
FBgn0039844,CG1607
FBgn0031101,CG1631
FBgn0030027,CG1632
FBgn0030478,CG1640
FBgn0039101,CG16710
FBgn0036032,CG16711
FBgn0031560,CG16713
FBgn0038719,CG16727
FBgn0029941,CG1677
FBgn0037698,CG16779
FBgn0038881,CG16791
FBgn0028942,CG16852
FBgn0031116,CG1695
FBgn0038809,CG16953
FBgn0032479,CG16974
FBgn0033783,CG17019
FBgn0031099,CG17065
FBgn0031098,CG17068
FBgn0039070,CG17083
FBgn0039048,CG17111
FBgn0035151,CG17129
FBgn0260454,CG17139
FBgn0260453,CG17140
FBgn0036440,CG17177
FBgn0039485,CG17189
FBgn0039473,CG17191
FBgn0032414,CG17211
FBgn0032419,CG17217
FBgn0031494,CG17219
FBgn0031168,CG1722
FBgn0046225,CG17230
FBgn0250841,CG17242
FBgn0035249,CG17249
FBgn0031490,CG17264
FBgn0033089,CG17266
FBgn0038829,CG17271
FBgn0038830,CG17272
FBgn0032032,CG17294
FBgn0040993,CG17325
FBgn0032751,CG17343
FBgn0032755,CG17344
FBgn0032771,CG17349
FBgn0036396,CG17359
FBgn0031858,CG17378
FBgn0040010,CG17493
FBgn0261387,CG17528
FBgn0032774,CG17549
FBgn0038450,CG17560
FBgn0032763,CG17568
FBgn0032753,CG17572
FBgn0033777,CG17574
FBgn0031544,CG17593
FBgn0031195,CG17600
FBgn0264494,CG17646
FBgn0031356,CG17660
FBgn0032668,CG17681
FBgn0027597,CG17712
FBgn0000633,CG17716
FBgn0029877,CG17717
FBgn0033439,CG1773
FBgn0035730,CG17744
FBgn0038717,CG17751
FBgn0033529,CG17765
FBgn0032240,CG17768
FBgn0039374,CG17770
FBgn0040900,CG17777
FBgn0038550,CG17801
FBgn0038547,CG17803
FBgn0037525,CG17816
FBgn0025635,CG17829
FBgn0036454,CG17839
FBgn0032597,CG17904
FBgn0032086,CG17906
FBgn0040778,CG17977
FBgn0039498,CG17991
FBgn0032595,CG17996
FBgn0028856,CG18063
FBgn0039863,CG1815
FBgn0035239,CG18170
FBgn0033836,CG18278
FBgn0032265,CG18301
FBgn0032266,CG18302
FBgn0031127,CG1835
FBgn0033893,CG18371
FBgn0035568,CG18418
FBgn0039149,CG18428
FBgn0034218,CG18467
FBgn0038053,CG18549
FBgn0032551,CG18636
FBgn0027561,CG18659
FBgn0040696,CG18675
FBgn0042213,CG18731
FBgn0042111,CG18766
FBgn0042131,CG18808
FBgn0042133,CG18810
FBgn0033421,CG1888
FBgn0033434,CG1902
FBgn0039674,CG1907
FBgn0033216,CG1946
FBgn0039664,CG2006
FBgn0037365,CG2104
FBgn0030003,CG2116
FBgn0033289,CG2121
FBgn0029995,CG2256
FBgn0030000,CG2260
FBgn0035204,CG2277
FBgn0033279,CG2291
FBgn0039665,CG2310
FBgn0039663,CG2321
FBgn0032864,CG2493
FBgn0032969,CG2528
FBgn0030396,CG2556
FBgn0032873,CG2614
FBgn0032877,CG2617
FBgn0031265,CG2794
FBgn0030207,CG2887
FBgn0030206,CG2889
FBgn0023529,CG2918
FBgn0023528,CG2924
FBgn0050015,CG30015
FBgn0050046,CG30046
FBgn0050069,CG30069
FBgn0050088,CG30088
FBgn0050090,CG30090
FBgn0037519,CG3014
FBgn0050157,CG30157
FBgn0050158,CG30158
FBgn0050159,CG30159
FBgn0050177,CG30177
FBgn0050183,CG30183
FBgn0050184,CG30184
FBgn0050203,CG30203
FBgn0050222,CG30222
FBgn0050259,CG30259
FBgn0050268,CG30268
FBgn0050275,CG30275
FBgn0260477,CG30283
FBgn0050287,CG30287
FBgn0050289,CG30289
FBgn0029928,CG3032
FBgn0050338,CG30338
FBgn0050377,CG30377
FBgn0050395,CG30395
FBgn0050419,CG30419
FBgn0043792,CG30427
FBgn0034703,CG3045
FBgn0050485,CG30485
FBgn0034835,CG3092
FBgn0051028,CG31028
FBgn0051030,CG31030
FBgn0051036,CG31036
FBgn0051038,CG31038
FBgn0051041,CG31041
FBgn0051055,CG31055
FBgn0051064,CG31064
FBgn0051075,CG31075
FBgn0051077,CG31077
FBgn0029807,CG3108
FBgn0051100,CG31100
FBgn0051106,CG31106
FBgn0051121,CG31121
FBgn0051122,CG31122
FBgn0051139,CG31139
FBgn0051145,CG31145
FBgn0051156,CG31156
FBgn0031471,CG3117
FBgn0051176,CG31176
FBgn0064912,CG31178
FBgn0051189,CG31189
FBgn0031466,CG3119
FBgn0051191,CG31191
FBgn0051198,CG31198
FBgn0051200,CG31200
FBgn0051207,CG31207
FBgn0051220,CG31220
FBgn0051221,CG31221
FBgn0051233,CG31233
FBgn0051267,CG31267
FBgn0051268,CG31268
FBgn0051272,CG31272
FBgn0051321,CG31321
FBgn0051323,CG31323
FBgn0051324,CG31324
FBgn0051326,CG31326
FBgn0051327,CG31327
FBgn0051342,CG31342
FBgn0051343,CG31343
FBgn0043799,CG31381
FBgn0051391,CG31391
FBgn0051445,CG31445
FBgn0047351,CG31468
FBgn0051475,CG31475
FBgn0051495,CG31495
FBgn0051515,CG31515
FBgn0051533,CG31533
FBgn0051612,CG31612
FBgn0051627,CG31627
FBgn0034961,CG3163
FBgn0051635,CG31635
FBgn0051637,CG31637
FBgn0051638,CG31638
FBgn0051663,CG31663
FBgn0051664,CG31664
FBgn0051668,CG31668
FBgn0051676,CG31676
FBgn0051678,CG31678
FBgn0029896,CG3168
FBgn0263355,CG31688
FBgn0051690,CG31690
FBgn0051694,CG31694
FBgn0051710,CG31710
FBgn0051717,CG31717
FBgn0051741,CG31741
FBgn0032618,CG31743
FBgn0086909,CG31751
FBgn0051760,CG31760
FBgn0051776,CG31776
FBgn0051784,CG31784
FBgn0051793,CG31793
FBgn0051807,CG31807
FBgn0062978,CG31808
FBgn0051809,CG31809
FBgn0051815,CG31815
FBgn0028899,CG31817
FBgn0051826,CG31826
FBgn0051871,CG31871
FBgn0051882,CG31882
FBgn0032122,CG31883
FBgn0023525,CG3191
FBgn0051928,CG31928
FBgn0051933,CG31933
FBgn0051935,CG31935
FBgn0031360,CG31937
FBgn0051954,CG31954
FBgn0052024,CG32024
FBgn0052026,CG32026
FBgn0052039,CG32039
FBgn0052040,CG32040
FBgn0044328,CG32052
FBgn0052055,CG32055
FBgn0052061,CG32061
FBgn0052066,CG32066
FBgn0052085,CG32085
FBgn0052106,CG32106
FBgn0052137,CG32137
FBgn0052176,CG32176
FBgn0052181,CG32181
FBgn0052191,CG32191
FBgn0052196,CG32196
FBgn0052201,CG32201
FBgn0052204,CG32204
FBgn0052206,CG32206
FBgn0052232,CG32232
FBgn0052243,CG32243
FBgn0052249,CG32249
FBgn0052260,CG32260
FBgn0052264,CG32264
FBgn0052266,CG32266
FBgn0052280,CG32280
FBgn0052301,CG32301
FBgn0052320,CG32320
FBgn0052333,CG32333
FBgn0052354,CG32354
FBgn0052365,CG32365
FBgn0052369,CG32369
FBgn0052373,CG32373
FBgn0052374,CG32374
FBgn0052376,CG32376
FBgn0052391,CG32391
FBgn0052432,CG32432
FBgn0052473,CG32473
FBgn0266918,CG32486
FBgn0052512,CG32512
FBgn0052521,CG32521
FBgn0052523,CG32523
FBgn0052532,CG32532
FBgn0052547,CG32547
FBgn0034978,CG3257
FBgn0260482,CG32599
FBgn0052638,CG32638
FBgn0052645,CG32645
FBgn0052647,CG32647
FBgn0052683,CG32683
FBgn0267253,CG32700
FBgn0052708,CG32708
FBgn0052719,CG32719
FBgn0052772,CG32772
FBgn0023531,CG32809
FBgn0052833,CG32833
FBgn0052944,CG32944
FBgn0052971,CG32971
FBgn0052982,CG32982
FBgn0053057,CG33057
FBgn0053080,CG33080
FBgn0028916,CG33090
FBgn0053107,CG33107
FBgn0053109,CG33109
FBgn0053110,CG33110
FBgn0053111,CG33111
FBgn0053125,CG33125
FBgn0053143,CG33143
FBgn0053144,CG33144
FBgn0053158,CG33158
FBgn0053181,CG33181
FBgn0053203,CG33203
FBgn0053225,CG33225
FBgn0069056,CG33226
FBgn0029750,CG3323
FBgn0053233,CG33233
FBgn0053234,CG33234
FBgn0030992,CG33253
FBgn0053278,CG33278
FBgn0032120,CG33298
FBgn0053309,CG33309
FBgn0053337,CG33337
FBgn0053346,CG33346
FBgn0036018,CG3335
FBgn0038871,CG3337
FBgn0039510,CG3339
FBgn0053467,CG33467
FBgn0031513,CG3347
FBgn0053483,CG33483
FBgn0036459,CG3349
FBgn0053509,CG33509
FBgn0053523,CG33523
FBgn0053543,CG33543
FBgn0031619,CG3355
FBgn0053552,CG33552
FBgn0053627,CG33627
FBgn0053639,CG33639
FBgn0053648,CG33648
FBgn0250824,CG33655
FBgn0039508,CG3368
FBgn0053723,CG33723
FBgn0034997,CG3376
FBgn0035240,CG33791
FBgn0053914,CG33914
FBgn0053920,CG33920
FBgn0053970,CG33970
FBgn0053993,CG33993
FBgn0054029,CG34029
FBgn0054030,CG34030
FBgn0054039,CG34039
FBgn0054043,CG34043
FBgn0054057,CG34057
FBgn0083942,CG34106
FBgn0083956,CG34120
FBgn0083969,CG34133
FBgn0083971,CG34135
FBgn0083984,CG34148
FBgn0083986,CG34150
FBgn0083991,CG34155
FBgn0085191,CG34162
FBgn0085222,CG34193
FBgn0085271,CG34242
FBgn0085280,CG34251
FBgn0085320,CG34291
FBgn0085322,CG34293
FBgn0085324,CG34295
FBgn0085327,CG34298
FBgn0031875,CG3430
FBgn0085342,CG34313
FBgn0085371,CG34342
FBgn0085376,CG34347
FBgn0085382,CG34353
FBgn0085383,CG34354
FBgn0085384,CG34355
FBgn0085386,CG34357
FBgn0085396,CG34367
FBgn0085399,CG34370
FBgn0085404,CG34375
FBgn0085413,CG34384
FBgn0085422,CG34393
FBgn0085425,CG34396
FBgn0085431,CG34402
FBgn0085446,CG34417
FBgn0085455,CG34426
FBgn0085456,CG34427
FBgn0250904,CG34434
FBgn0085465,CG34436
FBgn0085479,CG34450
FBgn0085480,CG34451
FBgn0085485,CG34456
FBgn0028887,CG3491
FBgn0046253,CG3502
FBgn0034859,CG3520
FBgn0035995,CG3529
FBgn0035033,CG3548
FBgn0035065,CG3589
FBgn0031417,CG3597
FBgn0035069,CG3611
FBgn0031245,CG3625
FBgn0040350,CG3690
FBgn0029824,CG3726
FBgn0034750,CG3732
FBgn0034933,CG3735
FBgn0029853,CG3781
FBgn0028507,CG3793
FBgn0037995,CG3809
FBgn0029863,CG3823
FBgn0034951,CG3860
FBgn0036422,CG3868
FBgn0034958,CG3907
FBgn0058006,CG40006
FBgn0034976,CG4049
FBgn0069969,CG40498
FBgn0038482,CG4053
FBgn0038017,CG4115
FBgn0028474,CG4119
FBgn0085638,CG41378
FBgn0028888,CG4168
FBgn0036793,CG4174
FBgn0025628,CG4199
FBgn0250844,CG4218
FBgn0250757,CG42235
FBgn0250862,CG42237
FBgn0250867,CG42238
FBgn0250911,CG42245
FBgn0259145,CG42260
FBgn0259149,CG42264
FBgn0259163,CG42268
FBgn0259164,CG42269
FBgn0259167,CG42272
FBgn0259179,CG42284
FBgn0259198,CG42302
FBgn0259201,CG42305
FBgn0259203,CG42307
FBgn0259222,CG42322
FBgn0259224,CG42324
FBgn0259226,CG42326
FBgn0259227,CG42327
FBgn0259233,CG42331
FBgn0259237,CG42335
FBgn0259241,CG42339
FBgn0259242,CG42340
FBgn0259244,CG42342
FBgn0259699,CG42353
FBgn0259700,CG42354
FBgn0031384,CG4238
FBgn0259736,CG42390
FBgn0259740,CG42394
FBgn0259818,CG42399
FBgn0259935,CG42458
FBgn0259989,CG42486
FBgn0260223,CG42497
FBgn0034761,CG4250
FBgn0260428,CG42523
FBgn0260429,CG42524
FBgn0260431,CG42526
FBgn0260487,CG42534
FBgn0260657,CG42540
FBgn0260755,CG42553
FBgn0260759,CG42557
FBgn0260760,CG42558
FBgn0260965,CG42588
FBgn0260971,CG42594
FBgn0261262,CG42613
FBgn0261536,CG42660
FBgn0261537,CG42661
FBgn0261545,CG42663
FBgn0261550,CG42668
FBgn0261553,CG42671
FBgn0261554,CG42672
FBgn0261556,CG42674
FBgn0261562,CG42676
FBgn0261571,CG42685
FBgn0261580,CG42690
FBgn0261581,CG42691
FBgn0261610,CG42699
FBgn0261611,CG42700
FBgn0261679,CG42726
FBgn0261680,CG42727
FBgn0261705,CG42741
FBgn0261801,CG42747
FBgn0261802,CG42748
FBgn0261803,CG42749
FBgn0261804,CG42750
FBgn0261859,CG42788
FBgn0261989,CG42807
FBgn0261996,CG42814
FBgn0262000,CG42818
FBgn0262007,CG42825
FBgn0262009,CG42827
FBgn0262017,CG42830
FBgn0262030,CG42841
FBgn0262140,CG42866
FBgn0030747,CG4301
FBgn0036787,CG4306
FBgn0262364,CG43062
FBgn0262484,CG43074
FBgn0262487,CG43077
FBgn0262508,CG43078
FBgn0262537,CG43091
FBgn0262540,CG43094
FBgn0262541,CG43095
FBgn0262562,CG43102
FBgn0262577,CG43117
FBgn0025632,CG4313
FBgn0262610,CG43136
FBgn0262685,CG43155
FBgn0262719,CG43163
FBgn0262787,CG43168
FBgn0262794,CG43175
FBgn0262824,CG43195
FBgn0262856,CG43220
FBgn0034956,CG4324
FBgn0263005,CG43313
FBgn0030456,CG4332
FBgn0263026,CG43321
FBgn0263027,CG43322
FBgn0263037,CG43332
FBgn0263038,CG43333
FBgn0263078,CG43339
FBgn0263077,CG43340
FBgn0263080,CG43348
FBgn0263109,CG43366
FBgn0263110,CG43367
FBgn0263131,CG43373
FBgn0028481,CG4341
FBgn0263399,CG43445
FBgn0263400,CG43446
FBgn0263706,CG43658
FBgn0034665,CG4372
FBgn0263982,CG43731
FBgn0263983,CG43732
FBgn0263996,CG43739
FBgn0039078,CG4374
FBgn0264090,CG43759
FBgn0264308,CG43778
FBgn0264302,CG43780
FBgn0264303,CG43781
FBgn0264339,CG43795
FBgn0264443,CG43861
FBgn0264449,CG43867
FBgn0039075,CG4393
FBgn0264605,CG43954
FBgn0264746,CG44004
