geneID,geneName
FBgn0034911,GlyT
FBgn0026430,Grip84
FBgn0001170,H2.0
FBgn0042711,Hex-t1
FBgn0038755,Hs6st
FBgn0001216,Hsc70-1
FBgn0040849,Ir41a
FBgn0020412,JIL-1
FBgn0038205,Kif19A
FBgn0034827,Klp59D
FBgn0004380,Klp64D
FBgn0004379,Klp67A
FBgn0032850,Kua
FBgn0063485,Lasp
FBgn0085440,Lgr4
FBgn0030993,Mec2
FBgn0026059,Mhcl
FBgn0019960,Mitofilin
FBgn0259481,Mob2
FBgn0052296,Mrtf
FBgn0264002,MsR2
FBgn0085453,Mthfs
FBgn0010246,Myo61F
FBgn0267431,Myo81F
FBgn0024947,NTPase
FBgn0030512,Nadsyn
FBgn0015772,Nak
FBgn0051146,Nlg1
FBgn0265726,Nna1
FBgn0011676,Nos
FBgn0040717,Nplp4
FBgn0032123,Oatp30B
FBgn0038063,Octbeta2R
FBgn0035464,PIG-B
FBgn0266438,PIG-Z
FBgn0039924,PIP4K
FBgn0038201,PK1-R
FBgn0031091,Phf7
FBgn0003093,Pkc98E
FBgn0025741,PlexA
FBgn0025574,Pli
FBgn0036239,Pop2
FBgn0003134,Pp1alpha-96A
FBgn0023177,Pp4-19C
FBgn0004369,Ptp99A
FBgn0003162,Pu
FBgn0267385,PyK
FBgn0004842,RYa-R
FBgn0032341,Reps
FBgn0036260,Rh7
FBgn0259216,RhoGAP102A
FBgn0036257,RhoGAP68F
FBgn0053547,Rim
FBgn0263757,Rpb4
FBgn0050410,Rpi
FBgn0259162,RunxB
FBgn0003310,S
FBgn0283473,S6KL
FBgn0013334,Sap47
FBgn0262579,Sarm
FBgn0036222,SdhAL
FBgn0010414,SerT
FBgn0262717,Skeletor
FBgn0039626,Slu7
FBgn0041184,Socs36E
FBgn0039938,Sox102F
FBgn0042630,Sox21b
FBgn0262733,Src64B
FBgn0035627,Sse
FBgn0019925,Surf4
FBgn0263392,Tet
FBgn0036373,Tgi
FBgn0262473,Tl
FBgn0015316,Try29F
FBgn0033135,Tsp42En
FBgn0033136,Tsp42Eo
FBgn0033137,Tsp42Ep
FBgn0039440,TwdlJ
FBgn0030969,Usp39
FBgn0028671,Vha100-1
FBgn0046222,Wdr33
FBgn0004360,Wnt2
FBgn0036461,Zip71B
FBgn0263603,Zn72D
FBgn0035432,ZnT63C
FBgn0011642,Zyx
FBgn0013746,alien
FBgn0259170,alpha-Man-Ia
FBgn0023179,amon
FBgn0087002,apolpp
FBgn0260941,app
FBgn0264821,asRNA:CR44029
FBgn0264902,asRNA:CR44093
FBgn0266199,asRNA:CR44894
FBgn0267758,asRNA:CR46089
FBgn0267809,asRNA:CR46134
FBgn0000139,ash2
FBgn0262870,axo
FBgn0004870,bab1
FBgn0250908,beat-VII
FBgn0011206,bol
FBgn0004101,bs
FBgn0266756,btsz
FBgn0004878,cas
FBgn0027569,cert
FBgn0014141,cher
FBgn0004859,ci
FBgn0027598,cindr
FBgn0262975,cnc
FBgn0263995,cpo
FBgn0259685,crb
FBgn0285955,cv-c
FBgn0038511,cysu
FBgn0263930,dally
FBgn0262636,dati
FBgn0053516,dpr3
FBgn0040823,dpr6
FBgn0052600,dpr8
FBgn0262730,dtn
FBgn0011217,eff
FBgn0020497,emb
FBgn0061515,endos
FBgn0038197,foxo
FBgn0004652,fru
FBgn0001085,fz
FBgn0259211,grh
FBgn0010113,hdc
FBgn0038842,hdly
FBgn0011224,heph
FBgn0264491,how
FBgn0032129,jp
FBgn0263929,jvl
FBgn0028370,kek3
FBgn0031016,kek5
FBgn0039862,kek6
FBgn0001301,kel
FBgn0262127,kibra
FBgn0027539,lili
FBgn0262993,lncRNA:CR43301
FBgn0263617,lncRNA:CR43626
FBgn0266326,lncRNA:CR44991
FBgn0266618,lncRNA:CR45125
FBgn0266689,lncRNA:CR45179
FBgn0267150,lncRNA:CR45590
FBgn0283501,lncRNA:CR46115
FBgn0019985,mGluR
FBgn0031399,mio
FBgn0011666,msi
FBgn0264272,mwh
FBgn0000036,nAChRalpha1
FBgn0015519,nAChRalpha3
FBgn0002922,nau
FBgn0035461,ntc
FBgn0031097,obst-A
FBgn0259175,ome
FBgn0285944,para
FBgn0011692,pav
FBgn0002521,pho
FBgn0039431,plum
FBgn0003117,pnr
FBgn0003118,pnt
FBgn0011230,poe
FBgn0259210,prom
FBgn0003165,pum
FBgn0053207,pxb
FBgn0263974,qin
FBgn0265597,rad
FBgn0264493,rdx
FBgn0266098,rg
FBgn0260442,rhea
FBgn0011705,rost
FBgn0020251,sfl
FBgn0052423,shep
FBgn0085447,sif
FBgn0026179,siz
FBgn0003429,slo
FBgn0003435,sm
FBgn0032362,spz4
FBgn0035379,spz5
FBgn0003499,sr
FBgn0266719,stac
FBgn0020299,stumps
FBgn0086708,stv
FBgn0005561,sv
FBgn0038398,sxe2
FBgn0034939,thoc5
FBgn0003710,tipE
FBgn0003719,tld
FBgn0004885,tok
FBgn0019650,toy
FBgn0262139,trh
FBgn0085391,trv
FBgn0011725,twin
FBgn0025726,unc-13
FBgn0003975,vg
FBgn0267975,vib
FBgn0030941,wgn
FBgn0261020,wol
FBgn0004607,zfh2
FBgn0259789,zld
FBgn0261266,zuc
